NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	36	0.6115665	1.663818	0.008368201	0.14064918	0.136	2210	tags=42%, list=11%, signal=47%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	197	0.29211494	1.0679545	0.3448276	1.0	0.887	1313	tags=11%, list=6%, signal=11%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	40	0.3761401	1.0560962	0.3856859	1.0	0.89	2216	tags=20%, list=11%, signal=22%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	96	0.39167994	1.0482877	0.45661157	1.0	0.895	6498	tags=54%, list=32%, signal=79%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	144	0.39903176	1.0443541	0.42450765	1.0	0.895	3625	tags=40%, list=18%, signal=48%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	196	0.25358993	0.9146158	0.5441176	1.0	0.956	4803	tags=30%, list=24%, signal=39%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	104	0.2712497	0.89918417	0.59016395	1.0	0.959	3607	tags=23%, list=18%, signal=28%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	135	0.25453067	0.8344384	0.7326923	1.0	0.971	3623	tags=29%, list=18%, signal=35%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	112	0.27835336	0.812758	0.6834061	1.0	0.975	3581	tags=24%, list=18%, signal=29%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	104	0.23327431	0.76839954	0.7210744	0.9931219	0.983	3026	tags=17%, list=15%, signal=20%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	200	0.23232159	0.73065376	0.7586207	0.9683896	0.984	2681	tags=16%, list=13%, signal=18%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	32	0.2623384	0.726612	0.8	0.89341843	0.984	3826	tags=28%, list=19%, signal=35%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	100	0.25276637	0.7107167	0.8116883	0.8477948	0.986	4934	tags=31%, list=24%, signal=41%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	42	0.1776645	0.59993136	0.9471366	0.9245133	0.993	5555	tags=31%, list=27%, signal=43%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	200	0.2023739	0.5971819	0.8032787	0.8665423	0.993	5201	tags=27%, list=26%, signal=36%	
