NAME	TITLE	SCORE	
P2RY10	P2Y receptor family member 10 [Source:HGNC Symbol;Acc:HGNC:19906]	0.9184334	
BIRC3	baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]	0.9158816	
SLAMF6	SLAM family member 6 [Source:HGNC Symbol;Acc:HGNC:21392]	0.9098077	
TC2N	tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:HGNC:19859]	0.8952841	
CD69	CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]	0.8921496	
PARP15	poly(ADP-ribose) polymerase family member 15 [Source:HGNC Symbol;Acc:HGNC:26876]	0.86948466	
TLR10	toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]	0.8646139	
BANK1	B cell scaffold protein with ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:18233]	0.84750164	
GPR174	G protein-coupled receptor 174 [Source:HGNC Symbol;Acc:HGNC:30245]	0.84739584	
LRRK2	leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]	0.84388554	
GCNT4	glucosaminyl (N-acetyl) transferase 4 [Source:HGNC Symbol;Acc:HGNC:17973]	0.84208477	
CXCL13	C-X-C motif chemokine ligand 13 [Source:HGNC Symbol;Acc:HGNC:10639]	0.8358216	
LYVE1	lymphatic vessel endothelial hyaluronan receptor 1 [Source:HGNC Symbol;Acc:HGNC:14687]	0.8329999	
IRAG2	inositol 1,4,5-triphosphate receptor associated 2 [Source:HGNC Symbol;Acc:HGNC:6690]	0.8289503	
CD180	CD180 molecule [Source:HGNC Symbol;Acc:HGNC:6726]	0.8279353	
CR2	complement C3d receptor 2 [Source:HGNC Symbol;Acc:HGNC:2336]	0.82625	
ARHGAP15	Rho GTPase activating protein 15 [Source:HGNC Symbol;Acc:HGNC:21030]	0.82417727	
PTPRC	protein tyrosine phosphatase receptor type C [Source:HGNC Symbol;Acc:HGNC:9666]	0.8131195	
ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]	0.81236213	
IGKV1-5	immunoglobulin kappa variable 1-5 [Source:HGNC Symbol;Acc:HGNC:5741]	0.8115267	
TMEM71	transmembrane protein 71 [Source:HGNC Symbol;Acc:HGNC:26572]	0.8105519	
ABCA8	ATP binding cassette subfamily A member 8 [Source:HGNC Symbol;Acc:HGNC:38]	0.80270743	
DDX60	DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942]	0.80204195	
GIMAP2	GTPase, IMAP family member 2 [Source:HGNC Symbol;Acc:HGNC:21789]	0.8008706	
GZMK	granzyme K [Source:HGNC Symbol;Acc:HGNC:4711]	0.79768854	
EVI2B	ecotropic viral integration site 2B [Source:HGNC Symbol;Acc:HGNC:3500]	0.7926459	
CD52	CD52 molecule [Source:HGNC Symbol;Acc:HGNC:1804]	0.7877682	
CYSLTR1	cysteinyl leukotriene receptor 1 [Source:HGNC Symbol;Acc:HGNC:17451]	0.7858709	
CXorf21	chromosome X open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:25667]	0.78240484	
