NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	200	-0.5516452	-1.7514815	0.00589391	0.047384404	0.031	4862	tags=47%, list=24%, signal=61%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	200	-0.69017065	-1.6743774	0.011741683	0.09924174	0.095	3339	tags=54%, list=16%, signal=64%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	200	-0.51832867	-1.620499	0.041275796	0.15189022	0.177	5323	tags=46%, list=26%, signal=62%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	85	-0.71941125	-1.5985402	0.008	0.14798526	0.207	4697	tags=79%, list=23%, signal=102%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	199	-0.6041908	-1.5739077	0.036363635	0.1611055	0.248	3244	tags=49%, list=16%, signal=57%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	43	-0.5441479	-1.5675853	0.013861386	0.14537571	0.26	1327	tags=26%, list=7%, signal=27%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	197	-0.69573206	-1.5665876	0.044806518	0.1258498	0.261	2048	tags=50%, list=10%, signal=55%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	200	-0.67718047	-1.5532695	0.037401576	0.12446825	0.286	4267	tags=63%, list=21%, signal=79%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	161	-0.60132957	-1.5525253	0.040697675	0.11198656	0.286	3878	tags=51%, list=19%, signal=62%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	197	-0.75018585	-1.547686	0.01996008	0.10546236	0.295	2326	tags=59%, list=11%, signal=66%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	200	-0.6932684	-1.4956897	0.08030593	0.15994222	0.388	3893	tags=65%, list=19%, signal=79%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	96	-0.768173	-1.4816105	0.03807615	0.16309932	0.406	2588	tags=66%, list=13%, signal=75%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	137	-0.64092755	-1.4803318	0.073076926	0.15198235	0.407	2608	tags=41%, list=13%, signal=47%	
