NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	200	0.7251398	1.8434798	0.0	0.00254955	0.007	3594	tags=72%, list=18%, signal=87%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	58	0.7146149	1.7999263	0.0019723866	0.0032366079	0.017	3801	tags=76%, list=19%, signal=93%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	200	0.73768437	1.602127	0.020408163	0.058412734	0.211	2533	tags=61%, list=12%, signal=69%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	200	0.76972854	1.6002547	0.018552875	0.044470362	0.213	3322	tags=79%, list=16%, signal=93%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	150	0.42899096	1.3967329	0.13618676	0.18897654	0.574	5145	tags=45%, list=25%, signal=59%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	113	0.4441168	1.3637369	0.16498993	0.18941341	0.616	4206	tags=47%, list=21%, signal=59%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	199	0.45885953	1.2771295	0.21102661	0.24103954	0.734	3270	tags=32%, list=16%, signal=38%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	200	0.41457006	1.2260303	0.33742332	0.25890982	0.778	5808	tags=54%, list=29%, signal=75%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	135	0.348807	1.1257135	0.2734531	0.31597963	0.839	3502	tags=29%, list=17%, signal=35%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	200	0.37041324	1.054406	0.45010182	0.34668922	0.88	4294	tags=39%, list=21%, signal=49%	
