NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	28	0.61455244	1.8773928	0.0	0.0023280424	0.002	2547	tags=29%, list=13%, signal=33%	
SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	0.64994323	1.8235719	0.006355932	0.0068388344	0.009	2547	tags=27%, list=13%, signal=30%	
SARS CORONAVIRUS NSP7-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP7-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	33	0.55041695	1.7030026	0.0040983604	0.03206844	0.06	3537	tags=30%, list=17%, signal=37%	
GENOME-WIDE CRISPR SCREEN REVEALS HOST GENES THAT REGULATE SARS-COV-2 INFECTION	GENOME-WIDE CRISPR SCREEN REVEALS HOST GENES THAT REGULATE SARS-COV-2 INFECTION	Details ...	26	0.60087585	1.658001	0.031620555	0.039316922	0.089	4146	tags=62%, list=20%, signal=77%	
SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	36	0.613542	1.6391715	0.008230452	0.039535403	0.103	3031	tags=36%, list=15%, signal=42%	
SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	115	0.42294887	1.5121782	0.03245436	0.12624386	0.279	5062	tags=39%, list=25%, signal=52%	
SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	Details ...	79	0.4351376	1.5103705	0.04989605	0.11026444	0.283	6033	tags=42%, list=30%, signal=59%	
SARS CORONAVIRUS ORF1AB FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS ORF1AB FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	188	0.4120084	1.4948206	0.046464648	0.10940958	0.309	5062	tags=37%, list=25%, signal=48%	
SARS CORONAVIRUS NSP8-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP8-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	42	0.43191737	1.4351348	0.09127789	0.15463643	0.4	4480	tags=33%, list=22%, signal=43%	
COVID19-NSP13 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP13 PROTEIN HOST PPI FROM KROGAN	Details ...	38	0.5079973	1.3751941	0.11914894	0.20482303	0.479	3915	tags=42%, list=19%, signal=52%	
SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	19	0.45257738	1.3489739	0.1680162	0.21341853	0.504	4480	tags=26%, list=22%, signal=34%	
SARS CORONAVIRUS E2 GLYCOPROTEIN PRECURSOR FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS E2 GLYCOPROTEIN PRECURSOR FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	68	0.4653011	1.3091458	0.178	0.23608285	0.541	3507	tags=28%, list=17%, signal=34%	
SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	0.47019023	1.2950995	0.21193415	0.23087299	0.552	2547	tags=20%, list=13%, signal=23%	
