NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GENOME-WIDE CRISPR SCREEN REVEALS HOST GENES THAT REGULATE SARS-COV-2 INFECTION	GENOME-WIDE CRISPR SCREEN REVEALS HOST GENES THAT REGULATE SARS-COV-2 INFECTION	Details ...	26	0.66634905	1.8238475	0.0020533882	0.006694174	0.011	3462	tags=65%, list=17%, signal=79%	
SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	0.5546875	1.5581181	0.035564855	0.12372983	0.203	1278	tags=13%, list=6%, signal=14%	
SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	28	0.40867886	1.2569406	0.2109375	0.59727126	0.574	1369	tags=14%, list=7%, signal=15%	
SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	36	0.4066833	1.0720528	0.42578125	0.8497182	0.71	3509	tags=28%, list=17%, signal=34%	
COVID19-NSP13 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP13 PROTEIN HOST PPI FROM KROGAN	Details ...	38	0.37571055	1.0567758	0.38264298	0.7064194	0.716	3164	tags=32%, list=16%, signal=37%	
SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	Details ...	79	0.2976321	1.0165122	0.43313372	0.6620842	0.74	4802	tags=32%, list=24%, signal=41%	
SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	115	0.23764405	0.83690864	0.66536963	0.87964857	0.828	3715	tags=23%, list=18%, signal=29%	
SARS CORONAVIRUS E2 GLYCOPROTEIN PRECURSOR FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS E2 GLYCOPROTEIN PRECURSOR FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	68	0.25033212	0.7009177	0.8003876	1.0	0.882	1372	tags=12%, list=7%, signal=13%	
COVID19-NSP12 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP12 PROTEIN HOST PPI FROM KROGAN	Details ...	19	0.21518126	0.5503793	0.9221557	1.0	0.919	7241	tags=47%, list=36%, signal=74%	
SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	0.16510496	0.44203645	0.9957447	1.0	0.931	1278	tags=7%, list=6%, signal=7%	
SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	19	0.13150911	0.38033617	0.997921	0.9957594	0.932	1278	tags=5%, list=6%, signal=6%	
