NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_SPERM_CAPACITATION	GO_SPERM_CAPACITATION	Details ...	28	0.66802317	1.7948335	0.0	1.0	0.604	4223	tags=64%, list=21%, signal=81%	
GO_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	GO_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	Details ...	23	0.7431745	1.7174006	0.008213553	1.0	0.841	2725	tags=57%, list=13%, signal=65%	
GO_NEURONAL_ACTION_POTENTIAL	GO_NEURONAL_ACTION_POTENTIAL	Details ...	34	0.7127671	1.7033776	0.0019880715	1.0	0.862	416	tags=29%, list=2%, signal=30%	
GO_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	GO_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	Details ...	15	0.7768254	1.6549425	0.010224949	1.0	0.932	3923	tags=80%, list=19%, signal=99%	
GO_REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY	GO_REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY	Details ...	16	0.7557014	1.6491599	0.007905139	1.0	0.936	2725	tags=63%, list=13%, signal=72%	
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	GO_SYNAPTIC_VESICLE_EXOCYTOSIS	Details ...	120	0.5541039	1.6435621	0.016842104	1.0	0.941	3210	tags=45%, list=16%, signal=53%	
GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	Details ...	23	0.68084085	1.641703	0.014767933	1.0	0.941	1516	tags=48%, list=7%, signal=52%	
GO_NEUROMUSCULAR_PROCESS_CONTROLLING_POSTURE	GO_NEUROMUSCULAR_PROCESS_CONTROLLING_POSTURE	Details ...	16	0.72966355	1.6384275	0.019646365	0.9257814	0.943	1323	tags=38%, list=7%, signal=40%	
GO_POSTSYNAPSE_ASSEMBLY	GO_POSTSYNAPSE_ASSEMBLY	Details ...	31	0.6536482	1.6209134	0.018036073	0.99334055	0.957	927	tags=35%, list=5%, signal=37%	
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	GO_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	Details ...	19	0.6696827	1.6018671	0.026584867	1.0	0.963	4271	tags=74%, list=21%, signal=93%	
GO_REGULATION_OF_ACROSOME_REACTION	GO_REGULATION_OF_ACROSOME_REACTION	Details ...	18	0.65438116	1.597525	0.026104419	1.0	0.967	5926	tags=83%, list=29%, signal=118%	
GO_SYNAPSE_ASSEMBLY	GO_SYNAPSE_ASSEMBLY	Details ...	182	0.55461764	1.5860206	0.02	1.0	0.974	2158	tags=37%, list=11%, signal=41%	
GO_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	GO_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	Details ...	65	0.6342204	1.5831038	0.024	1.0	0.975	1678	tags=38%, list=8%, signal=42%	
GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	Details ...	28	0.648797	1.5791502	0.026804123	0.9700361	0.977	2673	tags=54%, list=13%, signal=62%	
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	Details ...	37	0.65051156	1.5756125	0.028688524	0.9372315	0.98	803	tags=30%, list=4%, signal=31%	
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	Details ...	33	0.5599128	1.5702468	0.028688524	0.9242339	0.981	2055	tags=39%, list=10%, signal=44%	
