NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	58	-0.6487854	-1.659241	0.028282829	0.19064113	0.126	4538	tags=69%, list=22%, signal=89%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	113	-0.40638068	-1.2515906	0.2581262	1.0	0.739	3927	tags=39%, list=19%, signal=48%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	96	-0.651894	-1.245225	0.30177516	1.0	0.745	2210	tags=49%, list=11%, signal=55%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	200	-0.56525767	-1.2159436	0.33137256	1.0	0.773	3797	tags=52%, list=19%, signal=64%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	200	-0.53063303	-1.1845306	0.3616601	1.0	0.79	2382	tags=39%, list=12%, signal=44%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	200	-0.43668664	-1.1383755	0.41468254	1.0	0.832	4553	tags=41%, list=22%, signal=52%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	158	-0.3462945	-1.130683	0.31203008	1.0	0.842	3698	tags=34%, list=18%, signal=41%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	197	-0.5603185	-1.1180456	0.40900195	0.9484608	0.849	4132	tags=55%, list=20%, signal=68%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	35	-0.51424456	-1.068303	0.42045453	0.9761752	0.874	3357	tags=37%, list=17%, signal=44%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	200	-0.32513678	-1.0322104	0.4139265	0.96549445	0.886	4115	tags=35%, list=20%, signal=43%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	200	-0.3404026	-0.9789194	0.48210922	0.99955475	0.912	3273	tags=29%, list=16%, signal=34%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	200	-0.41308588	-0.9244905	0.57224333	1.0	0.939	4004	tags=37%, list=20%, signal=45%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	150	-0.2704105	-0.9135632	0.54913294	0.9875	0.941	4159	tags=29%, list=20%, signal=36%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	200	-0.26293713	-0.89712477	0.56356734	0.9494934	0.942	3635	tags=26%, list=18%, signal=31%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	200	-0.2819337	-0.86639696	0.6308851	0.94545895	0.947	3870	tags=30%, list=19%, signal=37%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	200	-0.4065939	-0.85440207	0.6406844	0.90983784	0.949	4908	tags=47%, list=24%, signal=61%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	85	-0.38828337	-0.82612807	0.6640625	0.906309	0.956	3973	tags=34%, list=20%, signal=42%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	200	-0.2988741	-0.80809265	0.6806883	0.88597906	0.962	3616	tags=33%, list=18%, signal=40%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	197	-0.36395136	-0.77702457	0.72709554	0.8898428	0.969	4138	tags=40%, list=20%, signal=50%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	49	-0.25940615	-0.72189033	0.76981133	0.9362147	0.974	5966	tags=31%, list=29%, signal=43%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS		74	-0.24591824	-0.6271858	0.8742515	1.0	0.984	3129	tags=26%, list=15%, signal=30%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION		137	-0.27427503	-0.62715644	0.86821705	0.981444	0.984	4826	tags=34%, list=24%, signal=45%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		198	-0.28036097	-0.5979516	0.88825756	0.97480094	0.987	3172	tags=29%, list=16%, signal=34%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		200	-0.24004598	-0.56067336	0.9220273	0.97411984	0.989	3083	tags=22%, list=15%, signal=25%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING		199	-0.21791337	-0.5532061	0.9125475	0.9401871	0.989	4086	tags=29%, list=20%, signal=36%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS		161	-0.20423038	-0.5129977	0.97514343	0.9312711	0.99	4241	tags=30%, list=21%, signal=37%	
