NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
COVID19-ALL 332 PROTEIN HOST PPI FROM KROGAN	COVID19-ALL 332 PROTEIN HOST PPI FROM KROGAN	Details ...	329	-0.51655555	-1.6736672	0.0021008404	0.14044893	0.075	5956	tags=52%, list=29%, signal=73%	
COVID19-NSP13 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP13 PROTEIN HOST PPI FROM KROGAN	Details ...	38	-0.57186973	-1.6164935	0.025316456	0.13499138	0.127	4894	tags=53%, list=24%, signal=69%	
GENOME-WIDE CRISPR SCREEN REVEALS HOST GENES THAT REGULATE SARS-COV-2 INFECTION	GENOME-WIDE CRISPR SCREEN REVEALS HOST GENES THAT REGULATE SARS-COV-2 INFECTION	Details ...	26	-0.583093	-1.5833511	0.050607286	0.13730009	0.17	7364	tags=81%, list=36%, signal=127%	
COVID19-NSP12 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP12 PROTEIN HOST PPI FROM KROGAN	Details ...	19	-0.60643065	-1.581245	0.033333335	0.10462421	0.174	4880	tags=63%, list=24%, signal=83%	
COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	Details ...	24	-0.5662857	-1.482859	0.05531915	0.19790906	0.309	3211	tags=42%, list=16%, signal=49%	
COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	Details ...	31	-0.54126775	-1.4738152	0.073319755	0.17537783	0.32	6816	tags=61%, list=34%, signal=92%	
SARS CORONAVIRUS ORF1AB FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS ORF1AB FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	188	-0.40954557	-1.436212	0.06198347	0.19363502	0.368	8040	tags=57%, list=40%, signal=93%	
COVID19-M PROTEIN HOST PPI FROM KROGAN	COVID19-M PROTEIN HOST PPI FROM KROGAN	Details ...	29	-0.49128026	-1.432496	0.084886126	0.17300443	0.371	7295	tags=66%, list=36%, signal=102%	
COVID19-NSP8 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP8 PROTEIN HOST PPI FROM KROGAN	Details ...	23	-0.63492054	-1.417749	0.124223605	0.1724517	0.394	3723	tags=61%, list=18%, signal=74%	
SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS9B FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS9B FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	-0.48637548	-1.3823127	0.09780439	0.1912	0.429	8345	tags=67%, list=41%, signal=113%	
COVID19-NSP9 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP9 PROTEIN HOST PPI FROM KROGAN	Details ...	15	-0.6095923	-1.3704621	0.1332008	0.1860159	0.442	6236	tags=67%, list=31%, signal=96%	
SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	115	-0.3830643	-1.3476478	0.13087934	0.19420467	0.472	7309	tags=50%, list=36%, signal=77%	
SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	Details ...	79	-0.38778514	-1.3398684	0.14587332	0.1859211	0.48	7775	tags=53%, list=38%, signal=86%	
SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	19	-0.44784647	-1.3289906	0.18689787	0.1830676	0.486	8345	tags=68%, list=41%, signal=116%	
SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	-0.4615836	-1.2905843	0.16463415	0.20726997	0.533	8345	tags=73%, list=41%, signal=124%	
SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	28	-0.42377636	-1.2892052	0.188	0.19490607	0.533	8978	tags=64%, list=44%, signal=115%	
SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	36	-0.46400383	-1.230348	0.24603175	0.2330244	0.588	7974	tags=58%, list=39%, signal=96%	
