NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:1	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:1	Details ...	356	-0.49534816	-1.6092026	0.034816246	1.0	0.42	8412	tags=70%, list=41%, signal=118%	
SARS-COV PERTURBATION UP GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:4	SARS-COV PERTURBATION UP GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:4	Details ...	151	-0.44109225	-1.6020468	0.002074689	1.0	0.438	5797	tags=41%, list=29%, signal=57%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:2	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:2	Details ...	384	-0.5001642	-1.5687495	0.044573642	1.0	0.499	7520	tags=65%, list=37%, signal=101%	
DOWN-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 60HR DIFFERENTIATION  FROM GSE149312	DOWN-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 60HR DIFFERENTIATION  FROM GSE149312	Details ...	457	-0.40784144	-1.5667597	0.011764706	0.97441477	0.501	8219	tags=54%, list=41%, signal=88%	
UP-REGULATED BY MERS-COV IN CALU-3 6HR FROM GSE139516	UP-REGULATED BY MERS-COV IN CALU-3 6HR FROM GSE139516	Details ...	465	-0.48898342	-1.555055	0.012048192	0.86824113	0.528	7578	tags=66%, list=37%, signal=103%	
COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	Details ...	31	-0.5477165	-1.5476971	0.035019454	0.77067584	0.541	5753	tags=55%, list=28%, signal=76%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:4	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:4	Details ...	447	-0.5132061	-1.5406522	0.061507937	0.7073526	0.554	7327	tags=65%, list=36%, signal=100%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:3	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:3	Details ...	464	-0.50788605	-1.5283029	0.07961165	0.6834447	0.574	7282	tags=66%, list=36%, signal=100%	
COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	Details ...	24	-0.56954104	-1.5043643	0.064	0.7256967	0.623	6804	tags=71%, list=34%, signal=106%	
DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TERFENADINE FROM GSE154613	DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TERFENADINE FROM GSE154613	Details ...	447	-0.49720964	-1.5040464	0.03976143	0.6548284	0.624	7218	tags=65%, list=36%, signal=98%	
HEALTHY LUNG BIOPSY VS. COVID-19 INFECTED LUNG SERIES 15 FROM GSE147507 DOWN GENES	HEALTHY LUNG BIOPSY VS. COVID-19 INFECTED LUNG SERIES 15 FROM GSE147507 DOWN GENES	Details ...	487	-0.38958868	-1.4985675	0.09477756	0.6194702	0.634	9198	tags=60%, list=45%, signal=108%	
DOWN-REGULATED BY SARS-COV-2 IN LUNG TISSUE FROM GSE147507	DOWN-REGULATED BY SARS-COV-2 IN LUNG TISSUE FROM GSE147507	Details ...	487	-0.38958868	-1.4985675	0.09477756	0.56784767	0.634	9198	tags=60%, list=45%, signal=108%	
DOWN-REGULATED BY SARS-COV-2 INFECTION IN VERO E6 FROM GSE153940	DOWN-REGULATED BY SARS-COV-2 INFECTION IN VERO E6 FROM GSE153940	Details ...	437	-0.4996703	-1.4958068	0.055666003	0.5354571	0.638	7057	tags=62%, list=35%, signal=92%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:6	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:6	Details ...	246	-0.5275289	-1.493581	0.043392505	0.50735277	0.643	4324	tags=46%, list=21%, signal=58%	
DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TRIFLUOPERAZINE FROM GSE154613	DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TRIFLUOPERAZINE FROM GSE154613	Details ...	460	-0.57725644	-1.4822979	0.07465619	0.51741594	0.662	6798	tags=77%, list=34%, signal=113%	
DOWN-REGULATED BY MERS INFECTION OF CALU3 CELLS	DOWN-REGULATED BY MERS INFECTION OF CALU3 CELLS	Details ...	470	-0.45839307	-1.4696746	0.053045187	0.52845305	0.68	6163	tags=53%, list=30%, signal=75%	
COVID19-ALL 332 PROTEIN HOST PPI FROM KROGAN	COVID19-ALL 332 PROTEIN HOST PPI FROM KROGAN	Details ...	329	-0.43631133	-1.4606751	0.09143969	0.52539706	0.692	8079	tags=57%, list=40%, signal=93%	
SARS-COV PERTURBATION DOWN GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:3	SARS-COV PERTURBATION DOWN GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:3	Details ...	203	-0.42043373	-1.4577057	0.026530612	0.5041748	0.697	5849	tags=48%, list=29%, signal=67%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:7	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:7	Details ...	256	-0.46843666	-1.4571805	0.05950096	0.47920817	0.697	7559	tags=61%, list=37%, signal=96%	
DOWN-REGULATED BY SARS-COV-2 IN CALU-3 4HR FROM GSE148729	DOWN-REGULATED BY SARS-COV-2 IN CALU-3 4HR FROM GSE148729	Details ...	431	-0.47156855	-1.4567399	0.06521739	0.4562221	0.697	7501	tags=64%, list=37%, signal=99%	
