NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CHLOROQUINE-7251 FROM OLD_CMAP_DOWN	CHLOROQUINE-7251 FROM OLD_CMAP_DOWN	Details ...	85	-0.47673583	-1.6060688	0.0062111802	1.0	0.418	6733	tags=55%, list=33%, signal=82%	
COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	Details ...	31	-0.548413	-1.5393765	0.044444446	1.0	0.553	7178	tags=71%, list=35%, signal=110%	
GENOME-WIDE CRISPR SCREEN REVEALS HOST GENES THAT REGULATE SARS-COV-2 INFECTION	GENOME-WIDE CRISPR SCREEN REVEALS HOST GENES THAT REGULATE SARS-COV-2 INFECTION	Details ...	26	-0.5498507	-1.5341882	0.07014028	1.0	0.564	8167	tags=77%, list=40%, signal=129%	
COVID19-NSP12 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP12 PROTEIN HOST PPI FROM KROGAN	Details ...	19	-0.5756943	-1.5012116	0.042857144	1.0	0.622	6232	tags=68%, list=31%, signal=99%	
DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TERFENADINE FROM GSE154613	DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TERFENADINE FROM GSE154613	Details ...	447	-0.49279395	-1.4933264	0.048780486	0.9786078	0.636	6823	tags=64%, list=34%, signal=95%	
SARS-COV PERTURBATION DOWN GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:3	SARS-COV PERTURBATION DOWN GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:3	Details ...	203	-0.42612538	-1.4916213	0.026476579	0.8255938	0.637	6616	tags=55%, list=33%, signal=80%	
DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TRIFLUOPERAZINE FROM GSE154613	DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TRIFLUOPERAZINE FROM GSE154613	Details ...	460	-0.5783348	-1.4898328	0.075203255	0.7170273	0.639	6729	tags=76%, list=33%, signal=111%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:3	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:3	Details ...	464	-0.48281798	-1.4768665	0.1017964	0.688267	0.661	7344	tags=64%, list=36%, signal=97%	
COVID19-ALL 332 PROTEIN HOST PPI FROM KROGAN	COVID19-ALL 332 PROTEIN HOST PPI FROM KROGAN	Details ...	329	-0.43338674	-1.4581183	0.08979592	0.696396	0.686	8016	tags=61%, list=40%, signal=99%	
SARS-COV PERTURBATION UP GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:4	SARS-COV PERTURBATION UP GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:4	Details ...	151	-0.40042123	-1.4542608	0.048780486	0.6429657	0.697	6435	tags=46%, list=32%, signal=66%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:4	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:4	Details ...	447	-0.4700528	-1.4465365	0.11332008	0.617198	0.705	7013	tags=59%, list=35%, signal=89%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:1	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:1	Details ...	356	-0.44392115	-1.4394068	0.098	0.5928643	0.718	7214	tags=58%, list=36%, signal=89%	
COVID19-M PROTEIN HOST PPI FROM KROGAN	COVID19-M PROTEIN HOST PPI FROM KROGAN	Details ...	29	-0.48897308	-1.4382908	0.071278825	0.55137455	0.72	7573	tags=72%, list=37%, signal=115%	
COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	Details ...	24	-0.5328307	-1.42781	0.09504132	0.54314345	0.73	4627	tags=46%, list=23%, signal=59%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:2	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:2	Details ...	384	-0.4479562	-1.4111881	0.12475248	0.5634735	0.757	7629	tags=62%, list=38%, signal=97%	
DOWN-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 60HR DIFFERENTIATION  FROM GSE149312	DOWN-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 60HR DIFFERENTIATION  FROM GSE149312	Details ...	457	-0.36168936	-1.3783185	0.05942623	0.6370105	0.786	7306	tags=48%, list=36%, signal=74%	
CHLOROQUINE-1719 FROM OLD_CMAP_DOWN	CHLOROQUINE-1719 FROM OLD_CMAP_DOWN	Details ...	84	-0.4251438	-1.3490635	0.1211499	0.69752085	0.821	6512	tags=52%, list=32%, signal=77%	
DOWN-REGULATED BY SARS-COV-2 INFECTION IN VERO E6 FROM GSE153940	DOWN-REGULATED BY SARS-COV-2 INFECTION IN VERO E6 FROM GSE153940	Details ...	437	-0.4605696	-1.3482838	0.13414635	0.6622612	0.821	7544	tags=62%, list=37%, signal=97%	
DOWN-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 24HR EXPANSION FROM GSE149312	DOWN-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 24HR EXPANSION FROM GSE149312	Details ...	465	-0.28967786	-1.3379663	0.086444005	0.6601923	0.828	8371	tags=48%, list=41%, signal=79%	
CHLOROQUINE-2869 FROM OLD_CMAP_DOWN	CHLOROQUINE-2869 FROM OLD_CMAP_DOWN	Details ...	83	-0.35416028	-1.3318865	0.07024793	0.6475534	0.833	8162	tags=52%, list=40%, signal=86%	
UP-REGULATED BY MERS-COV IN CALU-3 6HR FROM GSE139516	UP-REGULATED BY MERS-COV IN CALU-3 6HR FROM GSE139516		465	-0.40592012	-1.2998719	0.18787879	0.7188368	0.858	7069	tags=57%, list=35%, signal=85%	
SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020		115	-0.36427686	-1.289771	0.16	0.7166414	0.865	7755	tags=49%, list=38%, signal=78%	
