NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CHLOROQUINE-7251 FROM OLD_CMAP_DOWN	CHLOROQUINE-7251 FROM OLD_CMAP_DOWN	Details ...	85	-0.46908873	-1.6142067	0.007905139	1.0	0.412	6593	tags=56%, list=32%, signal=83%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:1	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:1	Details ...	356	-0.46226084	-1.5122279	0.06720977	1.0	0.605	8158	tags=71%, list=40%, signal=116%	
COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	Details ...	31	-0.52369684	-1.4948897	0.084337346	1.0	0.634	8806	tags=84%, list=43%, signal=148%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:2	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:2	Details ...	384	-0.47134626	-1.4698508	0.07453416	1.0	0.672	7735	tags=69%, list=38%, signal=109%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:3	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:3	Details ...	464	-0.4775317	-1.4175266	0.11382114	1.0	0.75	7856	tags=71%, list=39%, signal=113%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:4	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:4	Details ...	447	-0.46983314	-1.4095275	0.1244898	1.0	0.755	7874	tags=70%, list=39%, signal=111%	
SARS-COV PERTURBATION DOWN GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:3	SARS-COV PERTURBATION DOWN GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:3	Details ...	203	-0.39918175	-1.3972374	0.07662835	1.0	0.769	7925	tags=61%, list=39%, signal=98%	
COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	Details ...	24	-0.5262765	-1.3952615	0.10420842	1.0	0.769	8611	tags=83%, list=42%, signal=145%	
SARS-COV PERTURBATION DOWN GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:6	SARS-COV PERTURBATION DOWN GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:6	Details ...	89	-0.44074798	-1.3922936	0.08097166	1.0	0.773	5731	tags=51%, list=28%, signal=70%	
SARS-COV PERTURBATION UP GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:4	SARS-COV PERTURBATION UP GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:4	Details ...	151	-0.3816236	-1.384454	0.07723577	0.9581841	0.782	6036	tags=44%, list=30%, signal=62%	
DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TERFENADINE FROM GSE154613	DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TERFENADINE FROM GSE154613	Details ...	447	-0.4499347	-1.358861	0.122137405	0.9995156	0.811	7822	tags=66%, list=39%, signal=106%	
DOWN-REGULATED BY SARS-COV-2 IN CARDIOMYOCYTES FROM GSE150392	DOWN-REGULATED BY SARS-COV-2 IN CARDIOMYOCYTES FROM GSE150392	Details ...	407	-0.40771788	-1.3557974	0.106930695	0.9314747	0.813	4527	tags=35%, list=22%, signal=45%	
