NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	Details ...	24	-0.7075944	-1.8385705	0.0	0.1719025	0.065	3767	tags=54%, list=19%, signal=66%	
SARS-COV PERTURBATION UP GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:4	SARS-COV PERTURBATION UP GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:4	Details ...	151	-0.47785085	-1.7193896	0.0	0.36818498	0.198	5984	tags=48%, list=29%, signal=68%	
SARS-COV PERTURBATION DOWN GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:3	SARS-COV PERTURBATION DOWN GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:3	Details ...	203	-0.47164157	-1.6469973	0.003929273	0.56732666	0.329	7428	tags=60%, list=37%, signal=94%	
DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TRIFLUOPERAZINE FROM GSE154613	DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TRIFLUOPERAZINE FROM GSE154613	Details ...	460	-0.63224614	-1.6345214	0.00998004	0.48619482	0.356	5887	tags=77%, list=29%, signal=107%	
COVID19-M PROTEIN HOST PPI FROM KROGAN	COVID19-M PROTEIN HOST PPI FROM KROGAN	Details ...	29	-0.54801476	-1.6109471	0.013806706	0.49409226	0.408	7745	tags=72%, list=38%, signal=117%	
CHLOROQUINE-7251 FROM OLD_CMAP_DOWN	CHLOROQUINE-7251 FROM OLD_CMAP_DOWN	Details ...	85	-0.46688822	-1.604825	0.015564202	0.43505785	0.422	6110	tags=47%, list=30%, signal=67%	
DOWN-REGULATED BY SARS-COV-2 INFECTION IN VERO E6 FROM GSE153940	DOWN-REGULATED BY SARS-COV-2 INFECTION IN VERO E6 FROM GSE153940	Details ...	437	-0.53544086	-1.5821879	0.01778656	0.44869903	0.456	5855	tags=59%, list=29%, signal=81%	
COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	Details ...	31	-0.5677805	-1.579251	0.03187251	0.40187913	0.461	5629	tags=61%, list=28%, signal=85%	
COVID19-ALL 332 PROTEIN HOST PPI FROM KROGAN	COVID19-ALL 332 PROTEIN HOST PPI FROM KROGAN	Details ...	329	-0.4708913	-1.5701835	0.028	0.38744757	0.487	8031	tags=60%, list=40%, signal=97%	
DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TERFENADINE FROM GSE154613	DOWN-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TERFENADINE FROM GSE154613	Details ...	447	-0.5098478	-1.5653942	0.015717093	0.36249846	0.496	7282	tags=64%, list=36%, signal=98%	
UP-REGULATED BY MERS-COV IN CALU-3 6HR FROM GSE139516	UP-REGULATED BY MERS-COV IN CALU-3 6HR FROM GSE139516	Details ...	465	-0.48055777	-1.5650296	0.015810277	0.33111283	0.497	7299	tags=62%, list=36%, signal=95%	
DOWN-REGULATED BY SARS-COV-2 IN PANCREATIC ORGANOIDS FROM GSE151803	DOWN-REGULATED BY SARS-COV-2 IN PANCREATIC ORGANOIDS FROM GSE151803	Details ...	442	-0.5260039	-1.5396018	0.0116959065	0.37383264	0.546	3995	tags=42%, list=20%, signal=51%	
UP-REGULATED BY SARS-COV-2 IN FERRET TRACHEA FROM GSE147507	UP-REGULATED BY SARS-COV-2 IN FERRET TRACHEA FROM GSE147507	Details ...	423	-0.54598475	-1.5369533	0.009881423	0.3530126	0.55	5353	tags=57%, list=26%, signal=75%	
SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	115	-0.44592845	-1.5318366	0.03469388	0.34258685	0.559	8776	tags=65%, list=43%, signal=114%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:3	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:3	Details ...	464	-0.50738937	-1.5315118	0.06361829	0.32072476	0.559	8579	tags=73%, list=42%, signal=124%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:4	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:4	Details ...	447	-0.498509	-1.5179455	0.07554672	0.33526328	0.584	6673	tags=55%, list=33%, signal=81%	
SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	19	-0.5223276	-1.5116701	0.068686865	0.33125916	0.594	8740	tags=74%, list=43%, signal=129%	
UP-REGULATED BY MERS-COV IN CALU-3 24HR FROM GSE139516	UP-REGULATED BY MERS-COV IN CALU-3 24HR FROM GSE139516	Details ...	471	-0.4723886	-1.5103649	0.06147541	0.31633848	0.596	7051	tags=57%, list=35%, signal=85%	
DOWN-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 60HR DIFFERENTIATION  FROM GSE149312	DOWN-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 60HR DIFFERENTIATION  FROM GSE149312	Details ...	457	-0.39829162	-1.507983	0.010204081	0.30463505	0.599	7358	tags=49%, list=36%, signal=76%	
UP-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 24HR EXPANSION FROM GSE149312	UP-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 24HR EXPANSION FROM GSE149312	Details ...	460	-0.49785075	-1.4954826	0.047904193	0.31915984	0.62	5742	tags=50%, list=28%, signal=68%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:2	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:2		384	-0.48268998	-1.4948789	0.06841046	0.30563146	0.622	7397	tags=59%, list=36%, signal=91%	
SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020		28	-0.4837121	-1.4947798	0.052	0.29187807	0.622	8132	tags=64%, list=40%, signal=107%	
DOWN-REGULATED BY MERS INFECTION OF CALU3 CELLS	DOWN-REGULATED BY MERS INFECTION OF CALU3 CELLS		470	-0.47110918	-1.4797436	0.034979425	0.31238055	0.649	7854	tags=62%, list=39%, signal=99%	
DOWN-REGULATED BY SARS-COV-2 IN NHBE FROM GSE147507	DOWN-REGULATED BY SARS-COV-2 IN NHBE FROM GSE147507		473	-0.4816147	-1.4783082	0.022044089	0.30313376	0.653	5292	tags=45%, list=26%, signal=59%	
SARS CORONAVIRUS ORF1AB FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS ORF1AB FROM VIRUS-HOST PPI P-HIPSTER 2020		188	-0.4219245	-1.4777852	0.059880238	0.29190084	0.655	8787	tags=62%, list=43%, signal=109%	
DOWN-REGULATED BY SARS-COV-2 IN CALU-3 4HR FROM GSE148729	DOWN-REGULATED BY SARS-COV-2 IN CALU-3 4HR FROM GSE148729		431	-0.4849986	-1.4760923	0.06916996	0.2841439	0.659	7368	tags=60%, list=36%, signal=92%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:1	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:1		356	-0.46244046	-1.4663311	0.08146639	0.29272878	0.677	7605	tags=57%, list=37%, signal=90%	
CHLOROQUINE-2869 FROM OLD_CMAP_DOWN	CHLOROQUINE-2869 FROM OLD_CMAP_DOWN		83	-0.39032015	-1.4652977	0.017475728	0.28388605	0.678	6082	tags=40%, list=30%, signal=57%	
SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS9B FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS9B FROM VIRUS-HOST PPI P-HIPSTER 2020		15	-0.5035972	-1.4618057	0.078431375	0.28029782	0.683	8740	tags=67%, list=43%, signal=117%	
CHLOROQUINE-1719 FROM OLD_CMAP_DOWN	CHLOROQUINE-1719 FROM OLD_CMAP_DOWN		84	-0.45579234	-1.4560015	0.05511811	0.28515092	0.692	7755	tags=60%, list=38%, signal=96%	
SARS-COV PERTURBATION DOWN GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:5	SARS-COV PERTURBATION DOWN GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:5		170	-0.41399825	-1.4500289	0.04453441	0.28590488	0.7	7428	tags=53%, list=37%, signal=83%	
UP-REGULATED BY MERS INFECTION OF CALU3 CELLS	UP-REGULATED BY MERS INFECTION OF CALU3 CELLS		475	-0.41267556	-1.4343514	0.08108108	0.30901942	0.725	7609	tags=53%, list=37%, signal=83%	
COVID19-NSP13 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP13 PROTEIN HOST PPI FROM KROGAN		38	-0.49683067	-1.424345	0.12260536	0.31963852	0.742	7295	tags=61%, list=36%, signal=94%	
DOWN-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 24HR EXPANSION FROM GSE149312	DOWN-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 24HR EXPANSION FROM GSE149312		465	-0.31304595	-1.417316	0.05905512	0.3245557	0.75	7435	tags=40%, list=37%, signal=61%	
DOWN-REGULATED BY SARS-COV-2 2 MOI IN A549 TRANSDUCED WITH ACE2 VECTOR FROM GSE147507	DOWN-REGULATED BY SARS-COV-2 2 MOI IN A549 TRANSDUCED WITH ACE2 VECTOR FROM GSE147507		490	-0.41581684	-1.4094248	0.117529884	0.3305537	0.758	8563	tags=56%, list=42%, signal=95%	
SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020		15	-0.53047997	-1.4021504	0.1341719	0.3344989	0.763	8740	tags=73%, list=43%, signal=129%	
SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020		15	-0.50911117	-1.3997204	0.1053719	0.3298265	0.765	8740	tags=73%, list=43%, signal=129%	
HEALTHY LUNG BIOPSY VS. COVID-19 INFECTED LUNG SERIES 15 FROM GSE147507 DOWN GENES	HEALTHY LUNG BIOPSY VS. COVID-19 INFECTED LUNG SERIES 15 FROM GSE147507 DOWN GENES		487	-0.36963388	-1.3892485	0.16232465	0.34157857	0.777	9686	tags=60%, list=48%, signal=112%	
DOWN-REGULATED BY SARS-COV-2 IN LUNG TISSUE FROM GSE147507	DOWN-REGULATED BY SARS-COV-2 IN LUNG TISSUE FROM GSE147507		487	-0.36963388	-1.3892485	0.16232465	0.33282015	0.777	9686	tags=60%, list=48%, signal=112%	
UP-REGULATED BY SARS-COV-1 IN CALU-3 4HR FROM GSE148729	UP-REGULATED BY SARS-COV-1 IN CALU-3 4HR FROM GSE148729		409	-0.42065126	-1.3584824	0.137577	0.38481408	0.813	7457	tags=50%, list=37%, signal=78%	
COVID19-NSP12 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP12 PROTEIN HOST PPI FROM KROGAN		19	-0.51361305	-1.3550578	0.17092338	0.3830358	0.817	5099	tags=47%, list=25%, signal=63%	
DOWN-REGULATED BY SARS-COV-2 IN CALU-3 24HR FROM GSE148729	DOWN-REGULATED BY SARS-COV-2 IN CALU-3 24HR FROM GSE148729		483	-0.4150818	-1.3521516	0.0831643	0.38005438	0.82	8505	tags=60%, list=42%, signal=101%	
UP-REGULATED BY MERS-COV IN CALU-3 FROM GSE122876	UP-REGULATED BY MERS-COV IN CALU-3 FROM GSE122876		478	-0.39787826	-1.3504381	0.18049793	0.3746009	0.823	8416	tags=54%, list=41%, signal=90%	
UP-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TERFENADINE FROM GSE154613	UP-REGULATED BY SARS-COV-2 IN A549-ACE2 TREATED WITH TERFENADINE FROM GSE154613		426	-0.39547274	-1.3361255	0.1628866	0.39404318	0.834	8174	tags=51%, list=40%, signal=83%	
DOWN-REGULATED BY SARS-COV-1 IN INTESTINAL ORGANOIDS 24HR FROM GSE149312	DOWN-REGULATED BY SARS-COV-1 IN INTESTINAL ORGANOIDS 24HR FROM GSE149312		458	-0.3407447	-1.3279958	0.105788425	0.4007051	0.84	7435	tags=43%, list=37%, signal=66%	
DOWN-REGULATED GENES FROM COVID-19 INFECTED BRONCHOALVEOLAR LAVAGE FROM PATIENTS	DOWN-REGULATED GENES FROM COVID-19 INFECTED BRONCHOALVEOLAR LAVAGE FROM PATIENTS		369	-0.45086274	-1.313951	0.21747968	0.42129046	0.855	7717	tags=56%, list=38%, signal=88%	
CHLOROQUINE-7012 FROM OLD_CMAP_DOWN	CHLOROQUINE-7012 FROM OLD_CMAP_DOWN		81	-0.3630813	-1.3077648	0.1307847	0.42581153	0.861	9746	tags=57%, list=48%, signal=109%	
DOWN-REGULATED BY SARS-COV-2 0.2 MOI IN A549 TRANSDUCED WITH ACE2 VECTOR FROM GSE147507	DOWN-REGULATED BY SARS-COV-2 0.2 MOI IN A549 TRANSDUCED WITH ACE2 VECTOR FROM GSE147507		489	-0.4234059	-1.3073109	0.18787879	0.4175805	0.861	7782	tags=53%, list=38%, signal=84%	
DOWN-REGULATED BY MERS-COV IN CALU-3 FROM GSE122876	DOWN-REGULATED BY MERS-COV IN CALU-3 FROM GSE122876		476	-0.41517547	-1.3068253	0.17659138	0.40995827	0.862	7979	tags=54%, list=39%, signal=87%	
GENOME-WIDE CRISPR SCREEN REVEALS HOST GENES THAT REGULATE SARS-COV-2 INFECTION	GENOME-WIDE CRISPR SCREEN REVEALS HOST GENES THAT REGULATE SARS-COV-2 INFECTION		26	-0.45891792	-1.2827845	0.2475442	0.4505677	0.882	8182	tags=65%, list=40%, signal=109%	
UP-REGULATED BY SARS-COV-2 0.2 MOI IN A549 TRANSDUCED WITH ACE2 VECTOR FROM GSE147507	UP-REGULATED BY SARS-COV-2 0.2 MOI IN A549 TRANSDUCED WITH ACE2 VECTOR FROM GSE147507		473	-0.40904728	-1.2825714	0.20328543	0.44204408	0.882	7294	tags=50%, list=36%, signal=76%	
UP-REGULATED BY SARS-COV-2 IN CALU-3 4HR FROM GSE148729	UP-REGULATED BY SARS-COV-2 IN CALU-3 4HR FROM GSE148729		402	-0.35144937	-1.2770106	0.18647541	0.44371462	0.886	7866	tags=45%, list=39%, signal=72%	
SARS CORONAVIRUS NSP7-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP7-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020		33	-0.41066083	-1.2751443	0.2173913	0.43905696	0.887	8279	tags=70%, list=41%, signal=118%	
SARS-COV PERTURBATION UP GENES VERO E6 FROM GSE30589:GPL570:5	SARS-COV PERTURBATION UP GENES VERO E6 FROM GSE30589:GPL570:5		310	-0.40661332	-1.2732158	0.182	0.4340086	0.888	7556	tags=55%, list=37%, signal=86%	
DOWN-REGULATED BY SARS-COV-1 IN CALU-3 FROM GSE148729	DOWN-REGULATED BY SARS-COV-1 IN CALU-3 FROM GSE148729		464	-0.37126702	-1.2689964	0.17525773	0.43372732	0.888	8124	tags=49%, list=40%, signal=79%	
UP-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 24HR DIFFERENTIATION FROM GSE149312	UP-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 24HR DIFFERENTIATION FROM GSE149312		463	-0.3125152	-1.251271	0.2165992	0.46207413	0.898	9166	tags=48%, list=45%, signal=86%	
DOWN-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 60HR EXPENSION FROM GSE149312	DOWN-REGULATED BY SARS-COV-2 IN INTESTINAL ORGANOIDS 60HR EXPENSION FROM GSE149312		462	-0.34443682	-1.2442931	0.21747968	0.46830454	0.904	7435	tags=42%, list=37%, signal=65%	
UP-REGULATED GENES FROM COVID-19 INFECTED BRONCHOALVEOLAR LAVAGE FROM PATIENTS	UP-REGULATED GENES FROM COVID-19 INFECTED BRONCHOALVEOLAR LAVAGE FROM PATIENTS		116	-0.32700837	-1.2386137	0.088932805	0.47088298	0.91	4902	tags=31%, list=24%, signal=41%	
SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:7	SARS-COV PERTURBATION DOWN GENES VERO E6 FROM GSE30589:GPL570:7		256	-0.39404875	-1.2338914	0.2309237	0.47126955	0.91	7259	tags=45%, list=36%, signal=70%	
UP-REGULATED GENES IN A549 INFECTED WITH COVID-19 EXTRACTED FROM GSE147507	UP-REGULATED GENES IN A549 INFECTED WITH COVID-19 EXTRACTED FROM GSE147507		482	-0.455269	-1.226705	0.24649298	0.47620174	0.913	6191	tags=49%, list=31%, signal=69%	
UP-REGULATED BY SARS-COV-2 0.2 MOI IN A549 FROM GSE147507	UP-REGULATED BY SARS-COV-2 0.2 MOI IN A549 FROM GSE147507		482	-0.455269	-1.226705	0.24649298	0.46839514	0.913	6191	tags=49%, list=31%, signal=69%	
UP-REGULATED BY IAV-INFECTION IN MOUSE SPLEEN	UP-REGULATED BY IAV-INFECTION IN MOUSE SPLEEN		422	-0.36853135	-1.2257401	0.2402464	0.46288574	0.913	9033	tags=58%, list=45%, signal=102%	
