NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	36	-0.5550842	-1.5114117	0.06734694	0.3626638	0.268	2873	tags=36%, list=14%, signal=42%	
SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	-0.5181351	-1.4516404	0.11066398	0.28722516	0.346	7522	tags=67%, list=37%, signal=106%	
SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	115	-0.3996118	-1.4368272	0.08853119	0.2170526	0.369	4768	tags=40%, list=23%, signal=52%	
SARS CORONAVIRUS E2 GLYCOPROTEIN PRECURSOR FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS E2 GLYCOPROTEIN PRECURSOR FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	68	-0.5114097	-1.4258417	0.08779443	0.17710146	0.385	4817	tags=53%, list=24%, signal=69%	
SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	19	-0.4328005	-1.2935011	0.20366599	0.2933453	0.514	7522	tags=53%, list=37%, signal=84%	
SARS CORONAVIRUS ORF1AB FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS ORF1AB FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	188	-0.34438923	-1.2438965	0.25502008	0.3061452	0.559	4768	tags=34%, list=23%, signal=44%	
SARS CORONAVIRUS NSP7-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP7-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	33	-0.38788226	-1.2107126	0.24949698	0.30286428	0.595	4581	tags=36%, list=23%, signal=47%	
SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	28	-0.34813237	-1.0518291	0.42526317	0.4458958	0.714	935	tags=14%, list=5%, signal=15%	
SARS CORONAVIRUS NSP8-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP8-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	42	-0.30366263	-1.0130398	0.44758064	0.44277662	0.736	4493	tags=36%, list=22%, signal=46%	
SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	-0.35129705	-0.98445725	0.48861283	0.42869276	0.745	2807	tags=20%, list=14%, signal=23%	
SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	Details ...	79	-0.27927458	-0.955913	0.518591	0.41442552	0.753	2138	tags=14%, list=11%, signal=16%	
