NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SARS CORONAVIRUS E2 GLYCOPROTEIN PRECURSOR FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS E2 GLYCOPROTEIN PRECURSOR FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	68	0.62750036	1.7590932	0.004115226	0.03695209	0.025	3209	tags=47%, list=16%, signal=56%	
SARS CORONAVIRUS ORF1AB FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS ORF1AB FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	188	0.4764291	1.7177911	0.0058365758	0.038093004	0.052	5404	tags=38%, list=27%, signal=51%	
SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	Details ...	79	0.47928548	1.6957332	0.0	0.03457686	0.066	2995	tags=20%, list=15%, signal=24%	
SARS CORONAVIRUS NSP8-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP8-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	42	0.5036265	1.6386851	0.014112903	0.049251057	0.113	5238	tags=48%, list=26%, signal=64%	
SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	115	0.44976303	1.6039481	0.011538462	0.05973387	0.16	5686	tags=40%, list=28%, signal=55%	
SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	36	0.5918351	1.5640482	0.055084746	0.072565325	0.215	3924	tags=47%, list=19%, signal=58%	
COVID19-ORF8 PROTEIN HOST PPI FROM KROGAN	COVID19-ORF8 PROTEIN HOST PPI FROM KROGAN	Details ...	46	0.5315036	1.4494238	0.05338809	0.15029232	0.377	4537	tags=46%, list=22%, signal=59%	
SARS CORONAVIRUS NSP7-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP7-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	33	0.47509372	1.4450191	0.08367347	0.13533036	0.381	5238	tags=48%, list=26%, signal=65%	
SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	28	0.4629994	1.4296931	0.0872093	0.1330056	0.4	3542	tags=25%, list=17%, signal=30%	
SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS9B FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS9B FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	0.47224057	1.3728076	0.109375	0.17339353	0.476	2761	tags=20%, list=14%, signal=23%	
COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	Details ...	31	0.46742383	1.3328458	0.1960396	0.19301681	0.517	5216	tags=42%, list=26%, signal=56%	
SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	19	0.44776246	1.3157551	0.17773438	0.19012348	0.529	5195	tags=32%, list=26%, signal=42%	
SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	0.48010474	1.3069695	0.2035225	0.18495214	0.54	5195	tags=33%, list=26%, signal=45%	
COVID19-NSP9 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP9 PROTEIN HOST PPI FROM KROGAN	Details ...	15	0.5638454	1.2614037	0.21632653	0.21131065	0.59	3110	tags=33%, list=15%, signal=39%	
COVID19-ALL 332 PROTEIN HOST PPI FROM KROGAN	COVID19-ALL 332 PROTEIN HOST PPI FROM KROGAN	Details ...	329	0.29716954	0.9990877	0.4741036	0.43922085	0.756	5750	tags=32%, list=28%, signal=44%	
COVID19-M PROTEIN HOST PPI FROM KROGAN	COVID19-M PROTEIN HOST PPI FROM KROGAN	Details ...	29	0.33352485	0.995429	0.47058824	0.4159212	0.758	3645	tags=17%, list=18%, signal=21%	
COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	Details ...	24	0.3545404	0.95948535	0.4880478	0.4337643	0.783	5627	tags=38%, list=28%, signal=52%	
SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	0.30381784	0.8240794	0.6519115	0.56067365	0.838	5195	tags=33%, list=26%, signal=45%	
