NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	200	-0.6169306	-1.9849097	0.0	9.2484115E-4	0.001	4147	tags=47%, list=20%, signal=58%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	100	-0.67147255	-1.9301815	0.0	0.002208385	0.004	3801	tags=51%, list=19%, signal=62%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	196	-0.53171474	-1.926241	0.0	0.0014722565	0.004	4700	tags=39%, list=23%, signal=51%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	200	-0.575123	-1.8767693	0.0	0.0018446492	0.007	4078	tags=40%, list=20%, signal=50%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	200	-0.5898662	-1.8718017	0.0	0.0014757194	0.007	3332	tags=36%, list=16%, signal=43%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	200	-0.5895719	-1.8680891	0.0	0.0020689738	0.008	4174	tags=42%, list=21%, signal=52%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	54	-0.69505394	-1.8674865	0.0	0.0017734062	0.008	4185	tags=63%, list=21%, signal=79%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	199	-0.6023917	-1.8668793	0.0	0.0015517304	0.008	5629	tags=54%, list=28%, signal=74%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	200	-0.66841227	-1.8513373	0.0	0.001696439	0.01	2903	tags=43%, list=14%, signal=50%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	161	-0.71398586	-1.8395573	0.0	0.0018260325	0.013	3533	tags=60%, list=17%, signal=72%	
