NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ACE2 TOP 200 GENESHOT AUTORIF ENRICHR CO-OCCURRENCE PREDICTIONS	ACE2 TOP 200 GENESHOT AUTORIF ENRICHR CO-OCCURRENCE PREDICTIONS	Details ...	175	0.7534224	2.0412023	0.0	0.0017403454	0.007	3926	tags=85%, list=19%, signal=105%	
ACE2 CO-EXPRESSED GENES FROM ARCHS4	ACE2 CO-EXPRESSED GENES FROM ARCHS4	Details ...	71	0.6282016	1.9969249	0.0	0.0015390264	0.013	5189	tags=75%, list=26%, signal=100%	
ACE2 TOP 200 GENESHOT AUTORIF ARCHS4 PREDICTIONS	ACE2 TOP 200 GENESHOT AUTORIF ARCHS4 PREDICTIONS	Details ...	191	0.46657348	1.548706	0.06557377	0.25804165	0.515	4372	tags=50%, list=22%, signal=63%	
SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:3	SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:3	Details ...	61	0.46749014	1.3187104	0.1064257	0.80646974	0.849	4393	tags=59%, list=22%, signal=75%	
SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:2	SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:2	Details ...	51	0.46037182	1.2733043	0.14990513	0.7963311	0.891	4332	tags=59%, list=21%, signal=75%	
SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:1	SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:1	Details ...	74	0.41743034	1.2715628	0.1364562	0.6684711	0.894	5401	tags=59%, list=27%, signal=81%	
SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:5	SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:5	Details ...	48	0.333986	0.9947276	0.47907948	1.0	0.989	3677	tags=40%, list=18%, signal=48%	
CORONAVIRUS PERTURBATION UP GENES CALU-3 2B4 FROM GSE45042:GPL6480:1	CORONAVIRUS PERTURBATION UP GENES CALU-3 2B4 FROM GSE45042:GPL6480:1	Details ...	311	0.28132433	0.95279056	0.55836576	1.0	0.995	4884	tags=43%, list=24%, signal=56%	
CORONAVIRUS PERTURBATION DOWN GENES CALU-3 2B4 FROM GSE45042:GPL6480:1	CORONAVIRUS PERTURBATION DOWN GENES CALU-3 2B4 FROM GSE45042:GPL6480:1	Details ...	120	0.30593023	0.9366732	0.5728347	1.0	0.996	5104	tags=48%, list=25%, signal=64%	
SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:6	SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:6	Details ...	83	0.27443284	0.8960152	0.65317917	1.0	0.997	4868	tags=49%, list=24%, signal=65%	
