NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	19	0.53312886	1.5916109	0.052301254	1.0	0.452	5437	tags=63%, list=27%, signal=86%	
DOWN-REGULATED BY SARS-COV-2 IN PANCREATIC ORGANOIDS FROM GSE151803	DOWN-REGULATED BY SARS-COV-2 IN PANCREATIC ORGANOIDS FROM GSE151803	Details ...	442	0.5170355	1.5519081	0.008350731	0.7981952	0.541	2230	tags=34%, list=11%, signal=38%	
SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	0.51730675	1.433196	0.115384616	1.0	0.722	5437	tags=67%, list=27%, signal=91%	
COVID19-NSP12 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP12 PROTEIN HOST PPI FROM KROGAN	Details ...	19	0.49812204	1.3128536	0.21206225	1.0	0.862	5929	tags=58%, list=29%, signal=82%	
SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:4	SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:4	Details ...	134	0.41826808	1.2597071	0.1477516	1.0	0.905	1700	tags=20%, list=8%, signal=22%	
SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS9B FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS9B FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	0.42364055	1.2383559	0.25052193	1.0	0.912	7271	tags=73%, list=36%, signal=114%	
COVID19-M PROTEIN HOST PPI FROM KROGAN	COVID19-M PROTEIN HOST PPI FROM KROGAN	Details ...	29	0.41663706	1.2195059	0.25	1.0	0.924	4080	tags=41%, list=20%, signal=52%	
UP-REGULATED BY MERS-COV IN CALU-3 24HR FROM GSE139516	UP-REGULATED BY MERS-COV IN CALU-3 24HR FROM GSE139516	Details ...	471	0.36190683	1.183002	0.2896406	1.0	0.943	4470	tags=35%, list=22%, signal=44%	
UP-REGULATED GENES FROM COVID-19 INFECTED BRONCHOALVEOLAR LAVAGE FROM PATIENTS	UP-REGULATED GENES FROM COVID-19 INFECTED BRONCHOALVEOLAR LAVAGE FROM PATIENTS	Details ...	116	0.30323967	1.1518184	0.19721116	1.0	0.954	2490	tags=22%, list=12%, signal=24%	
UP-REGULATED BY SARS-COV-2 IN CALU-3 4HR FROM GSE148729	UP-REGULATED BY SARS-COV-2 IN CALU-3 4HR FROM GSE148729	Details ...	402	0.30690616	1.1460754	0.3019272	1.0	0.954	4325	tags=30%, list=21%, signal=37%	
CHLOROQUINE-2869 FROM OLD_CMAP_DOWN	CHLOROQUINE-2869 FROM OLD_CMAP_DOWN	Details ...	83	0.30552465	1.1380444	0.26190478	1.0	0.957	2801	tags=22%, list=14%, signal=25%	
UP-REGULATED BY SARS-COV-1 IN CALU-3 4HR FROM GSE148729	UP-REGULATED BY SARS-COV-1 IN CALU-3 4HR FROM GSE148729	Details ...	409	0.3375481	1.1293708	0.33617023	1.0	0.959	4410	tags=34%, list=22%, signal=43%	
DOWN-REGULATED BY SARS-COV-2 IN MOUSE LUNG TISSUE FROM GSE150847	DOWN-REGULATED BY SARS-COV-2 IN MOUSE LUNG TISSUE FROM GSE150847	Details ...	349	0.31331158	1.0627445	0.3961456	1.0	0.983	2407	tags=21%, list=12%, signal=24%	
SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	115	0.29203236	1.0502355	0.41458333	1.0	0.985	5189	tags=34%, list=26%, signal=45%	
CHLOROQUINE-7251 FROM OLD_CMAP_DOWN	CHLOROQUINE-7251 FROM OLD_CMAP_DOWN	Details ...	85	0.29769322	1.0292319	0.4347826	1.0	0.986	3342	tags=22%, list=16%, signal=27%	
