NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CHIARETTI_ACUTE_LYMPHOBLASTIC_LEUKEMIA_ZAP70	CHIARETTI_ACUTE_LYMPHOBLASTIC_LEUKEMIA_ZAP70	Details ...	66	0.5996563	1.9179987	0.0019157088	1.0	0.264	2351	tags=35%, list=12%, signal=39%	
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP	BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP	Details ...	202	0.69412124	1.8945881	0.0	0.83511055	0.328	2750	tags=46%, list=14%, signal=52%	
MORI_SMALL_PRE_BII_LYMPHOCYTE_DN	MORI_SMALL_PRE_BII_LYMPHOCYTE_DN	Details ...	76	0.6410591	1.8696706	0.0	0.76756644	0.406	2873	tags=38%, list=14%, signal=44%	
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_DN	PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_DN	Details ...	169	0.66130626	1.8680646	0.0	0.5867364	0.409	2375	tags=41%, list=12%, signal=47%	
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12	SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12	Details ...	291	0.5347447	1.8590933	0.0	0.52543813	0.436	1877	tags=23%, list=9%, signal=25%	
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL	SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL	Details ...	65	0.6392153	1.8084954	0.0038834952	0.886763	0.598	2546	tags=34%, list=13%, signal=39%	
BIOCARTA_ERAD_PATHWAY	BIOCARTA_ERAD_PATHWAY	Details ...	19	0.63334	1.8044585	0.0	0.80265653	0.617	2621	tags=26%, list=13%, signal=30%	
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	Details ...	16	0.78055257	1.7926106	0.0021008404	0.824194	0.656	2115	tags=50%, list=10%, signal=56%	
FERRANDO_TAL1_NEIGHBORS	FERRANDO_TAL1_NEIGHBORS	Details ...	18	0.8427697	1.7914628	0.0	0.74256533	0.658	1687	tags=61%, list=8%, signal=67%	
WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	Details ...	61	0.75900835	1.7899876	0.0	0.6804731	0.661	2128	tags=44%, list=10%, signal=49%	
RASHI_RESPONSE_TO_IONIZING_RADIATION_6	RASHI_RESPONSE_TO_IONIZING_RADIATION_6	Details ...	81	0.78639513	1.7800357	0.0	0.7085556	0.691	1741	tags=49%, list=9%, signal=54%	
RYAN_MANTLE_CELL_LYMPHOMA_NOTCH_DIRECT_UP	RYAN_MANTLE_CELL_LYMPHOMA_NOTCH_DIRECT_UP	Details ...	147	0.72277105	1.7712874	0.0	0.72799957	0.714	1747	tags=42%, list=9%, signal=46%	
WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY	WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY	Details ...	90	0.73679304	1.7709087	0.001996008	0.67550415	0.715	2689	tags=50%, list=13%, signal=57%	
