NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_PLATELET_MORPHOGENESIS	GO_PLATELET_MORPHOGENESIS	Details ...	22	-0.6378217	-1.9709226	0.0	0.28572342	0.087	4270	tags=50%, list=21%, signal=63%	
GO_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	GO_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	Details ...	170	-0.625912	-1.9666866	0.0	0.15294415	0.094	3230	tags=35%, list=16%, signal=42%	
GO_JNK_CASCADE	GO_JNK_CASCADE	Details ...	212	-0.5828333	-1.9539269	0.0	0.13273041	0.119	3900	tags=37%, list=19%, signal=46%	
GO_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	GO_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	Details ...	170	-0.6085882	-1.9413216	0.0	0.12258054	0.143	3900	tags=42%, list=19%, signal=51%	
GO_POSITIVE_REGULATION_OF_JNK_CASCADE	GO_POSITIVE_REGULATION_OF_JNK_CASCADE	Details ...	137	-0.6380325	-1.9385394	0.0	0.101509206	0.148	3900	tags=45%, list=19%, signal=55%	
GO_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	Details ...	21	-0.75836015	-1.9355775	0.0	0.0887592	0.154	2196	tags=43%, list=11%, signal=48%	
GO_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	Details ...	150	-0.6144021	-1.9339228	0.0	0.077185154	0.155	3575	tags=41%, list=18%, signal=49%	
GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	Details ...	237	-0.6074405	-1.9322284	0.0	0.0697353	0.161	3417	tags=38%, list=17%, signal=45%	
GO_POSITIVE_REGULATION_OF_PROTEOLYSIS	GO_POSITIVE_REGULATION_OF_PROTEOLYSIS	Details ...	365	-0.55013347	-1.9255166	0.0	0.07019647	0.182	4064	tags=37%, list=20%, signal=45%	
GO_NIK_NF_KAPPAB_SIGNALING	GO_NIK_NF_KAPPAB_SIGNALING	Details ...	176	-0.61320513	-1.9236109	0.002096436	0.06470655	0.185	4977	tags=47%, list=25%, signal=62%	
GO_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	GO_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	Details ...	262	-0.52930486	-1.9204885	0.0	0.0628142	0.197	3893	tags=34%, list=19%, signal=41%	
GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	Details ...	284	-0.6553383	-1.9189252	0.0	0.059232797	0.2	3856	tags=48%, list=19%, signal=58%	
GO_HOMOTYPIC_CELL_CELL_ADHESION	GO_HOMOTYPIC_CELL_CELL_ADHESION	Details ...	86	-0.7373094	-1.9182497	0.0	0.05533012	0.201	2836	tags=58%, list=14%, signal=67%	
GO_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	Details ...	200	-0.5986168	-1.917607	0.0	0.0519401	0.203	3620	tags=40%, list=18%, signal=48%	
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	Details ...	140	-0.602209	-1.9167649	0.0	0.048969764	0.204	3256	tags=29%, list=16%, signal=34%	
GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	Details ...	181	-0.53127044	-1.9102907	0.0	0.050415877	0.22	3342	tags=31%, list=16%, signal=37%	
GO_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	GO_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	Details ...	296	-0.5610189	-1.9102559	0.0	0.047450237	0.22	4012	tags=39%, list=20%, signal=48%	
