NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	144	-0.4943081	-1.2741562	0.1863354	1.0	0.704	3383	tags=40%, list=17%, signal=48%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	36	-0.4526787	-1.2522589	0.1879845	1.0	0.729	3416	tags=42%, list=17%, signal=50%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	32	-0.36068547	-0.97208095	0.50739956	1.0	0.91	4952	tags=47%, list=24%, signal=62%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	200	-0.30582252	-0.9480567	0.51882845	1.0	0.926	3692	tags=29%, list=18%, signal=36%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	96	-0.47099122	-0.8914491	0.6335404	1.0	0.947	4704	tags=47%, list=23%, signal=61%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	42	-0.259504	-0.8621454	0.627907	1.0	0.957	5191	tags=38%, list=26%, signal=51%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	200	-0.2569361	-0.8167051	0.62736845	1.0	0.968	3504	tags=23%, list=17%, signal=28%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	197	-0.20872068	-0.7872139	0.88663965	1.0	0.975	571	tags=7%, list=3%, signal=7%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	199	-0.30523172	-0.7389365	0.79139787	1.0	0.983	2877	tags=27%, list=14%, signal=31%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	198	-0.33616775	-0.7252377	0.73478264	1.0	0.984	3445	tags=31%, list=17%, signal=37%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	197	-0.3522212	-0.7138943	0.7412731	1.0	0.986	4395	tags=37%, list=22%, signal=47%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	112	-0.239437	-0.706369	0.8095238	1.0	0.987	2418	tags=17%, list=12%, signal=19%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	43	-0.24828596	-0.7001371	0.90833336	1.0	0.988	4295	tags=37%, list=21%, signal=47%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	199	-0.2638018	-0.67904264	0.7905544	1.0	0.991	3756	tags=31%, list=19%, signal=38%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	161	-0.26208764	-0.66590995	0.82765955	1.0	0.992	4296	tags=34%, list=21%, signal=42%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	200	-0.25146884	-0.5904254	0.8976035	1.0	0.996	4043	tags=32%, list=20%, signal=39%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	200	-0.2703293	-0.5707573	0.8601695	1.0	0.996	4154	tags=29%, list=20%, signal=36%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	35	-0.25209865	-0.5364241	0.953125	1.0	0.997	2354	tags=20%, list=12%, signal=23%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	85	-0.2349488	-0.5057373	0.9640592	1.0	0.997	3956	tags=31%, list=19%, signal=38%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	54	-0.18581876	-0.4842689	0.946281	1.0	0.997	5731	tags=41%, list=28%, signal=57%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION		197	-0.20993394	-0.45019412	0.9663158	1.0	0.997	3218	tags=20%, list=16%, signal=24%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION		137	-0.18688892	-0.44558802	0.9753915	0.9671197	0.997	4064	tags=28%, list=20%, signal=34%	
