NAME	TITLE	SCORE	
ANKRD18B	ankyrin repeat domain 18B [Source:HGNC Symbol;Acc:HGNC:23644]	0.79014874	
TEX15	testis expressed 15, meiosis and synapsis associated [Source:HGNC Symbol;Acc:HGNC:11738]	0.77221316	
CCNYL2	cyclin Y like 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23495]	0.7525223	
ABCA12	ATP binding cassette subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:14637]	0.7101927	
C14orf39	chromosome 14 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:19849]	0.6511228	
ZNF536	zinc finger protein 536 [Source:HGNC Symbol;Acc:HGNC:29025]	0.6459718	
MYCN	MYCN proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7559]	0.6379419	
MIR181A2	microRNA 181a-2 [Source:HGNC Symbol;Acc:HGNC:31549]	0.62573326	
LRRN1	leucine rich repeat neuronal 1 [Source:HGNC Symbol;Acc:HGNC:20980]	0.6073636	
DNAJC5G	DnaJ heat shock protein family (Hsp40) member C5 gamma [Source:HGNC Symbol;Acc:HGNC:24844]	0.58431864	
MYCNOS	MYCN opposite strand [Source:HGNC Symbol;Acc:HGNC:16911]	0.574235	
LGR5	leucine rich repeat containing G protein-coupled receptor 5 [Source:HGNC Symbol;Acc:HGNC:4504]	0.56441313	
MIR99AHG	mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]	0.5511997	
PRSS12	serine protease 12 [Source:HGNC Symbol;Acc:HGNC:9477]	0.54503256	
DUXAP10	double homeobox A pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:32189]	0.53474677	
LMO3	LIM domain only 3 [Source:HGNC Symbol;Acc:HGNC:6643]	0.53408355	
HHIP	hedgehog interacting protein [Source:HGNC Symbol;Acc:HGNC:14866]	0.52912706	
FANCB	FA complementation group B [Source:HGNC Symbol;Acc:HGNC:3583]	0.52076715	
SNORD19B	small nucleolar RNA, C/D box 19B [Source:HGNC Symbol;Acc:HGNC:33570]	0.51688594	
PPEF1	protein phosphatase with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:9243]	0.5091504	
KIF15	kinesin family member 15 [Source:HGNC Symbol;Acc:HGNC:17273]	0.50766504	
CDCA7L	cell division cycle associated 7 like [Source:HGNC Symbol;Acc:HGNC:30777]	0.5062944	
LRRC7	leucine rich repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:18531]	0.50558054	
PHGDH	phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]	0.5054583	
MND1	meiotic nuclear divisions 1 [Source:HGNC Symbol;Acc:HGNC:24839]	0.5050501	
DLX5	distal-less homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2918]	0.49758592	
CENPE	centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856]	0.49755317	
SKA3	spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20262]	0.49584025	
HOXD10	homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133]	0.49363777	
SNORD1A	small nucleolar RNA, C/D box 1A [Source:HGNC Symbol;Acc:HGNC:32556]	0.48876458	
ZNF695	zinc finger protein 695 [Source:HGNC Symbol;Acc:HGNC:30954]	0.48732278	
KIF11	kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388]	0.471478	
ERBB4	erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432]	0.46487346	
NEIL3	nei like DNA glycosylase 3 [Source:HGNC Symbol;Acc:HGNC:24573]	0.46414402	
CCDC138	coiled-coil domain containing 138 [Source:HGNC Symbol;Acc:HGNC:26531]	0.46190235	
TAF1D	TATA-box binding protein associated factor, RNA polymerase I subunit D [Source:HGNC Symbol;Acc:HGNC:28759]	0.4617186	
SNORD49A	small nucleolar RNA, C/D box 49A [Source:HGNC Symbol;Acc:HGNC:10189]	0.4591896	
SNORA25	small nucleolar RNA, H/ACA box 25 [Source:HGNC Symbol;Acc:HGNC:32615]	0.4591033	
CDK1	cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]	0.4567511	
CHEK1	checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]	0.45641425	
CENPF	centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]	0.45616725	
KCNH5	potassium voltage-gated channel subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:6254]	0.45480037	
PUS7	pseudouridine synthase 7 [Source:HGNC Symbol;Acc:HGNC:26033]	0.45430765	
GLRA2	glycine receptor alpha 2 [Source:HGNC Symbol;Acc:HGNC:4327]	0.45152646	
RPL22L1	ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610]	0.44868937	
EXO1	exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511]	0.4475809	
CENPH	centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268]	0.44608814	
SNORA1	small nucleolar RNA, H/ACA box 1 [Source:HGNC Symbol;Acc:HGNC:32557]	0.44429153	
ASPM	assembly factor for spindle microtubules [Source:HGNC Symbol;Acc:HGNC:19048]	0.44377646	
POLE2	DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]	0.44173375	
NCR3LG1	natural killer cell cytotoxicity receptor 3 ligand 1 [Source:HGNC Symbol;Acc:HGNC:42400]	0.44159186	
PARPBP	PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074]	0.441295	
PSAT1	phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]	0.4398355	
GLDC	glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]	0.43889207	
JPH1	junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]	0.436108	
TMA16	translation machinery associated 16 homolog [Source:HGNC Symbol;Acc:HGNC:25638]	0.43401507	
CRNDE	colorectal neoplasia differentially expressed [Source:HGNC Symbol;Acc:HGNC:37078]	0.4301764	
PBK	PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]	0.42775705	
ABCC4	ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55]	0.42737097	
SLITRK4	SLIT and NTRK like family member 4 [Source:HGNC Symbol;Acc:HGNC:23502]	0.4270575	
BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:HGNC:1149]	0.42639908	
CKS2	CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]	0.42416668	
SNORD25	small nucleolar RNA, C/D box 25 [Source:HGNC Symbol;Acc:HGNC:10147]	0.42390347	
TICRR	TOPBP1 interacting checkpoint and replication regulator [Source:HGNC Symbol;Acc:HGNC:28704]	0.42215806	
MAD2L1	mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]	0.42115122	
PLK4	polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]	0.42071	
HS6ST2	heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133]	0.41854697	
BRIP1	BRCA1 interacting protein C-terminal helicase 1 [Source:HGNC Symbol;Acc:HGNC:20473]	0.4169923	
NCAN	neurocan [Source:HGNC Symbol;Acc:HGNC:2465]	0.41618106	
TTK	TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401]	0.41400376	
DACH1	dachshund family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:2663]	0.4136772	
SGO1	shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]	0.41296834	
ADGRA3	adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]	0.41149813	
