NAME	TITLE	SCORE	
ANKFN1	ankyrin repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26766]	0.7723761	
PIRT	phosphoinositide interacting regulator of transient receptor potential channels [Source:HGNC Symbol;Acc:HGNC:37239]	0.65138966	
GRID2	glutamate ionotropic receptor delta type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4576]	0.5686383	
VWDE	von Willebrand factor D and EGF domains [Source:HGNC Symbol;Acc:HGNC:21897]	0.56750685	
LRRC63	leucine rich repeat containing 63 [Source:HGNC Symbol;Acc:HGNC:34296]	0.55461633	
EPHA5	EPH receptor A5 [Source:HGNC Symbol;Acc:HGNC:3389]	0.5325743	
CDH12	cadherin 12 [Source:HGNC Symbol;Acc:HGNC:1751]	0.5239024	
LRRTM3	leucine rich repeat transmembrane neuronal 3 [Source:HGNC Symbol;Acc:HGNC:19410]	0.51637876	
SOX6	SRY-box transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:16421]	0.50719684	
SCN7A	sodium voltage-gated channel alpha subunit 7 [Source:HGNC Symbol;Acc:HGNC:10594]	0.49152017	
LRGUK	leucine rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:21964]	0.4851221	
PDE11A	phosphodiesterase 11A [Source:HGNC Symbol;Acc:HGNC:8773]	0.4804782	
HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 5 [Source:HGNC Symbol;Acc:HGNC:19419]	0.47170264	
PTCHD1	patched domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26392]	0.46903548	
AMIGO2	adhesion molecule with Ig like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]	0.45886502	
HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1 [Source:HGNC Symbol;Acc:HGNC:21359]	0.4579389	
F2R	coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]	0.4557246	
SPOCK3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3 [Source:HGNC Symbol;Acc:HGNC:13565]	0.4542224	
SLC18A1	solute carrier family 18 member A1 [Source:HGNC Symbol;Acc:HGNC:10934]	0.4534487	
DGKB	diacylglycerol kinase beta [Source:HGNC Symbol;Acc:HGNC:2850]	0.44879505	
PLXNA4	plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]	0.44127992	
TAFA1	TAFA chemokine like family member 1 [Source:HGNC Symbol;Acc:HGNC:21587]	0.43153277	
CNR1	cannabinoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:2159]	0.4296621	
OR2K2	olfactory receptor family 2 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:8264]	0.42818138	
FSTL5	follistatin like 5 [Source:HGNC Symbol;Acc:HGNC:21386]	0.427313	
MAP7	microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]	0.4265687	
SCN2A	sodium voltage-gated channel alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:10588]	0.42364863	
CDH10	cadherin 10 [Source:HGNC Symbol;Acc:HGNC:1749]	0.4206218	
PRUNE2	prune homolog 2 with BCH domain [Source:HGNC Symbol;Acc:HGNC:25209]	0.41744474	
POF1B	POF1B actin binding protein [Source:HGNC Symbol;Acc:HGNC:13711]	0.41693968	
GABRG1	gamma-aminobutyric acid type A receptor subunit gamma1 [Source:HGNC Symbol;Acc:HGNC:4086]	0.41600984	
HOXC9	homeobox C9 [Source:HGNC Symbol;Acc:HGNC:5130]	0.4095582	
MC4R	melanocortin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6932]	0.40875039	
EPB41L4A	erythrocyte membrane protein band 4.1 like 4A [Source:HGNC Symbol;Acc:HGNC:13278]	0.40846315	
TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2 [Source:HGNC Symbol;Acc:HGNC:11867]	0.40635076	
RYR2	ryanodine receptor 2 [Source:HGNC Symbol;Acc:HGNC:10484]	0.40365586	
RAB3B	RAB3B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9778]	0.40353552	
CCDC158	coiled-coil domain containing 158 [Source:HGNC Symbol;Acc:HGNC:26374]	0.4030378	
LRRTM4	leucine rich repeat transmembrane neuronal 4 [Source:HGNC Symbol;Acc:HGNC:19411]	0.40195492	
CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3 [Source:HGNC Symbol;Acc:HGNC:15460]	0.39828405	
PLCXD3	phosphatidylinositol specific phospholipase C X domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31822]	0.39789176	
TFAP2B	transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]	0.39707243	
PPFIA2	PTPRF interacting protein alpha 2 [Source:HGNC Symbol;Acc:HGNC:9246]	0.39647016	
SV2C	synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:HGNC:30670]	0.39612943	
SLC18A2	solute carrier family 18 member A2 [Source:HGNC Symbol;Acc:HGNC:10935]	0.39484513	
INSRR	insulin receptor related receptor [Source:HGNC Symbol;Acc:HGNC:6093]	0.39401385	
PCDHB6	protocadherin beta 6 [Source:HGNC Symbol;Acc:HGNC:8691]	0.3924766	
EPHA6	EPH receptor A6 [Source:HGNC Symbol;Acc:HGNC:19296]	0.39236686	
CAPS2	calcyphosine 2 [Source:HGNC Symbol;Acc:HGNC:16471]	0.3869414	
GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A [Source:HGNC Symbol;Acc:HGNC:16767]	0.38584176	
NEBL	nebulette [Source:HGNC Symbol;Acc:HGNC:16932]	0.38581192	
HSD17B3	hydroxysteroid 17-beta dehydrogenase 3 [Source:HGNC Symbol;Acc:HGNC:5212]	0.3833442	
CCBE1	collagen and calcium binding EGF domains 1 [Source:HGNC Symbol;Acc:HGNC:29426]	0.38281897	
TRMT9B	tRNA methyltransferase 9B (putative) [Source:HGNC Symbol;Acc:HGNC:26725]	0.38234988	
EPB41L3	erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]	0.381169	
VSTM2A	V-set and transmembrane domain containing 2A [Source:HGNC Symbol;Acc:HGNC:28499]	0.38070232	
DCC	DCC netrin 1 receptor [Source:HGNC Symbol;Acc:HGNC:2701]	0.3801008	
GPR85	G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:HGNC:4536]	0.3780016	
FAT4	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]	0.37743795	
