NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	28	-0.40646315	-1.256153	0.21513945	1.0	0.576	1018	tags=14%, list=5%, signal=15%	
COVID19-ORF8 PROTEIN HOST PPI FROM KROGAN	COVID19-ORF8 PROTEIN HOST PPI FROM KROGAN	Details ...	46	-0.4436555	-1.2372838	0.23238096	1.0	0.593	3119	tags=30%, list=15%, signal=36%	
COVID19-NSP9 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP9 PROTEIN HOST PPI FROM KROGAN	Details ...	15	-0.5088485	-1.1928078	0.27613413	0.96426266	0.628	3935	tags=40%, list=19%, signal=50%	
SARS CORONAVIRUS E2 GLYCOPROTEIN PRECURSOR FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS E2 GLYCOPROTEIN PRECURSOR FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	68	-0.39559692	-1.1257933	0.34055117	0.90232944	0.681	6415	tags=47%, list=32%, signal=69%	
SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	Details ...	79	-0.31963906	-1.1017238	0.332	0.7736666	0.692	5294	tags=33%, list=26%, signal=44%	
COVID19-ALL 332 PROTEIN HOST PPI FROM KROGAN	COVID19-ALL 332 PROTEIN HOST PPI FROM KROGAN	Details ...	329	-0.29831597	-1.0066882	0.48221344	0.84664154	0.751	4576	tags=28%, list=23%, signal=36%	
SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	36	-0.37542805	-0.97625935	0.52663934	0.7841619	0.767	5221	tags=36%, list=26%, signal=49%	
COVID19-NSP8 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP8 PROTEIN HOST PPI FROM KROGAN	Details ...	23	-0.40462622	-0.9344876	0.556	0.7533357	0.792	4104	tags=39%, list=20%, signal=49%	
SARS CORONAVIRUS NSP8-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP8-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	42	-0.24769706	-0.80536175	0.69960475	0.90285796	0.856	2981	tags=17%, list=15%, signal=19%	
COVID19-NSP13 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP13 PROTEIN HOST PPI FROM KROGAN	Details ...	38	-0.27928612	-0.796072	0.6948819	0.8269708	0.857	2438	tags=16%, list=12%, signal=18%	
SARS CORONAVIRUS NSP7-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP7-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	33	-0.25189656	-0.77291876	0.7151277	0.79312617	0.871	573	tags=9%, list=3%, signal=9%	
COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	COVID19-ORF9C PROTEIN HOST PPI FROM KROGAN	Details ...	24	-0.28749773	-0.7656881	0.71892923	0.73629206	0.874	4211	tags=25%, list=21%, signal=32%	
SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	-0.27971742	-0.76405925	0.73333335	0.68122214	0.874	178	tags=7%, list=1%, signal=7%	
COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	COVID19-NSP7 PROTEIN HOST PPI FROM KROGAN	Details ...	31	-0.25084627	-0.7116839	0.7428023	0.7019717	0.889	3460	tags=23%, list=17%, signal=27%	
