NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ACE2 TOP 200 GENESHOT AUTORIF ENRICHR CO-OCCURRENCE PREDICTIONS	ACE2 TOP 200 GENESHOT AUTORIF ENRICHR CO-OCCURRENCE PREDICTIONS	Details ...	175	0.71366996	1.9518543	0.0020703934	0.0071395603	0.034	3881	tags=80%, list=19%, signal=98%	
ACE2 CO-EXPRESSED GENES FROM ARCHS4	ACE2 CO-EXPRESSED GENES FROM ARCHS4	Details ...	71	0.53691775	1.7195784	0.012371134	0.035307597	0.198	4516	tags=63%, list=22%, signal=81%	
SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:3	SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:3	Details ...	61	0.48588195	1.4116817	0.047227927	0.33852822	0.753	3605	tags=54%, list=18%, signal=66%	
SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:2	SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:2	Details ...	51	0.48756123	1.3742286	0.08281574	0.31552535	0.802	3960	tags=61%, list=20%, signal=75%	
ACE2 TOP 200 GENESHOT AUTORIF ARCHS4 PREDICTIONS	ACE2 TOP 200 GENESHOT AUTORIF ARCHS4 PREDICTIONS	Details ...	191	0.37559158	1.3173695	0.16701461	0.34053117	0.852	3953	tags=45%, list=19%, signal=55%	
SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:1	SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:1	Details ...	74	0.41189936	1.2912227	0.13305613	0.3213944	0.884	4212	tags=50%, list=21%, signal=63%	
GENES WHOSE EXPRESSION IS ALTERED BY MHV INFECTION	GENES WHOSE EXPRESSION IS ALTERED BY MHV INFECTION	Details ...	77	0.33476874	0.8769379	0.5598958	1.0	0.999	1490	tags=16%, list=7%, signal=17%	
SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:5	SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:5	Details ...	48	0.28693286	0.872835	0.70731705	0.9422499	0.999	3616	tags=40%, list=18%, signal=48%	
SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:6	SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:6	Details ...	83	0.26441664	0.8610371	0.7408994	0.8619504	0.999	4441	tags=48%, list=22%, signal=61%	
CORONAVIRUS PERTURBATION UP GENES CALU-3 2B4 FROM GSE45042:GPL6480:1	CORONAVIRUS PERTURBATION UP GENES CALU-3 2B4 FROM GSE45042:GPL6480:1	Details ...	311	0.21314266	0.7395683	0.9230769	1.0	1.0	4303	tags=36%, list=21%, signal=45%	
CORONAVIRUS PERTURBATION DOWN GENES CALU-3 2B4 FROM GSE45042:GPL6480:1	CORONAVIRUS PERTURBATION DOWN GENES CALU-3 2B4 FROM GSE45042:GPL6480:1	Details ...	120	0.22952065	0.71145904	0.9415449	0.96489936	1.0	4607	tags=40%, list=23%, signal=51%	
SARS-COV PERTURBATION UP GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:2	SARS-COV PERTURBATION UP GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:2	Details ...	149	0.18738958	0.5785694	0.991453	1.0	1.0	4938	tags=42%, list=24%, signal=55%	
CORONAVIRUS PERTURBATION DOWN GENES CALU-3 2B4 FROM GSE45042:GPL6480:2	CORONAVIRUS PERTURBATION DOWN GENES CALU-3 2B4 FROM GSE45042:GPL6480:2	Details ...	136	0.14145207	0.52539486	1.0	1.0	1.0	5569	tags=38%, list=27%, signal=51%	
DOWN-REGULATED BY MERS-COV IN CALU-3 6HR FROM GSE139516	DOWN-REGULATED BY MERS-COV IN CALU-3 6HR FROM GSE139516	Details ...	471	0.082258664	0.33563203	0.99029124	0.9987554	1.0	14233	tags=92%, list=70%, signal=301%	
