NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ACE2 TOP 200 GENESHOT AUTORIF ENRICHR CO-OCCURRENCE PREDICTIONS	ACE2 TOP 200 GENESHOT AUTORIF ENRICHR CO-OCCURRENCE PREDICTIONS	Details ...	175	0.64272785	1.738159	0.008350731	0.052814964	0.149	4748	tags=63%, list=23%, signal=81%	
SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:2	SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:2	Details ...	51	0.42002368	1.183659	0.21632653	1.0	0.933	1884	tags=24%, list=9%, signal=26%	
SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:4	SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:4	Details ...	134	0.38632458	1.1825004	0.2166998	1.0	0.934	1605	tags=20%, list=8%, signal=22%	
SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:5	SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:5	Details ...	48	0.38647056	1.1610515	0.1790393	0.87122667	0.945	3791	tags=40%, list=19%, signal=49%	
SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS FORMERLY KNOWN AS GROWTH-FACTOR-LIKE PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	0.3887787	1.0392239	0.4468504	1.0	0.981	3227	tags=40%, list=16%, signal=48%	
SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:4	SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:4	Details ...	97	0.34122154	0.99162924	0.4486692	1.0	0.989	3769	tags=41%, list=19%, signal=50%	
SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:3	SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:3	Details ...	61	0.33433944	0.9525721	0.5121951	0.9540153	0.993	3238	tags=31%, list=16%, signal=37%	
SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:1	SARS PERTURBATION DOWN GENES MOUSE LUNG FROM GSE68820:GPL7202:1	Details ...	74	0.2962393	0.9155994	0.59045726	0.9130815	0.995	4236	tags=41%, list=21%, signal=51%	
SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:3	SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:3	Details ...	176	0.28325316	0.848226	0.738189	0.9562627	0.997	2159	tags=25%, list=11%, signal=28%	
ACE2 CO-EXPRESSED GENES FROM ARCHS4	ACE2 CO-EXPRESSED GENES FROM ARCHS4	Details ...	71	0.256969	0.81081665	0.6787879	0.9353544	0.998	5959	tags=58%, list=29%, signal=81%	
ACE2 TOP 200 GENESHOT AUTORIF ARCHS4 PREDICTIONS	ACE2 TOP 200 GENESHOT AUTORIF ARCHS4 PREDICTIONS	Details ...	191	0.24207148	0.8016438	0.6827731	0.8675581	0.999	5232	tags=39%, list=26%, signal=52%	
SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS LEADER PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	19	0.269433	0.7819287	0.68235296	0.82930934	0.999	3227	tags=32%, list=16%, signal=38%	
DOWN-REGULATED BY SARS-COV-2 IN PANCREATIC ORGANOIDS FROM GSE151803	DOWN-REGULATED BY SARS-COV-2 IN PANCREATIC ORGANOIDS FROM GSE151803	Details ...	442	0.26187286	0.77210146	0.8505976	0.78125024	0.999	1461	tags=18%, list=7%, signal=19%	
SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:6	SARS PERTURBATION DOWN GENES AIRWAY EPITHELIUM (HAE) FROM GSE47961:GPL6480:6	Details ...	83	0.21964744	0.70653164	0.9582505	0.8187935	1.0	3329	tags=23%, list=16%, signal=27%	
CORONAVIRUS PERTURBATION UP GENES CALU-3 2B4 FROM GSE45042:GPL6480:1	CORONAVIRUS PERTURBATION UP GENES CALU-3 2B4 FROM GSE45042:GPL6480:1	Details ...	311	0.20676406	0.69618887	0.97604793	0.7779968	1.0	3446	tags=26%, list=17%, signal=31%	
