NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DOWN-REGULATED BY MHV-A59 IN MURINE SPLEEN 3D FROM GSE146074	DOWN-REGULATED BY MHV-A59 IN MURINE SPLEEN 3D FROM GSE146074	Details ...	434	0.63650143	2.0347006	0.0	9.880953E-4	0.001	4782	tags=53%, list=24%, signal=68%	
SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NUCLEOCAPSID PROTEIN FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	28	0.6427167	1.9736311	0.0	0.007251754	0.008	4211	tags=39%, list=21%, signal=50%	
DOWN-REGULATED BY MHV-A59 IN MURINE SPLEEN 5D FROM GSE146074	DOWN-REGULATED BY MHV-A59 IN MURINE SPLEEN 5D FROM GSE146074	Details ...	447	0.67708975	1.9375709	0.0	0.007521021	0.012	4061	tags=53%, list=20%, signal=65%	
UP-REGULATED BY IAV-INFECTION IN MOUSE SPLEEN	UP-REGULATED BY IAV-INFECTION IN MOUSE SPLEEN	Details ...	422	0.55511093	1.846749	0.0	0.041317508	0.06	5941	tags=53%, list=29%, signal=73%	
SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS HYPOTHETICAL PROTEIN SARS7A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	36	0.6933132	1.8344271	0.0	0.037236474	0.068	3167	tags=50%, list=16%, signal=59%	
DOWN-REGULATED BY IAV-INFECTION IN MOUSE SPLEEN	DOWN-REGULATED BY IAV-INFECTION IN MOUSE SPLEEN	Details ...	382	0.5984232	1.8327054	0.0	0.03170345	0.069	3665	tags=37%, list=18%, signal=44%	
SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP4-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	15	0.63577324	1.8239204	0.003875969	0.030199232	0.077	2355	tags=27%, list=12%, signal=30%	
SARS PERTURBATION UP GENES MOUSE LUNG FROM GSE19137:GPL1261:5	SARS PERTURBATION UP GENES MOUSE LUNG FROM GSE19137:GPL1261:5	Details ...	271	0.5450212	1.8210033	0.0021097045	0.026983134	0.079	4589	tags=36%, list=23%, signal=46%	
UP-REGULATED BY SARS-COV-2 IN FERRET NASAL WASH FROM GSE147507	UP-REGULATED BY SARS-COV-2 IN FERRET NASAL WASH FROM GSE147507	Details ...	368	0.52283883	1.815454	0.0	0.025222486	0.085	3327	tags=28%, list=16%, signal=33%	
UP-REGULATED BY MHV-A59 IN MURINE SPLEEN 3D FROM GSE146074	UP-REGULATED BY MHV-A59 IN MURINE SPLEEN 3D FROM GSE146074	Details ...	419	0.6815667	1.8138233	0.0	0.023900673	0.088	2813	tags=42%, list=14%, signal=47%	
UP-REGULATED BY SARS-COV-2 2 MOI IN A549 TRANSDUCED WITH ACE2 VECTOR FROM GSE147507	UP-REGULATED BY SARS-COV-2 2 MOI IN A549 TRANSDUCED WITH ACE2 VECTOR FROM GSE147507	Details ...	474	0.61715746	1.7925215	0.002008032	0.027780257	0.105	4058	tags=51%, list=20%, signal=63%	
SARS PERTURBATION DOWN GENES PBMCS GDS1028:GPL201	SARS PERTURBATION DOWN GENES PBMCS GDS1028:GPL201	Details ...	209	0.7509555	1.7651882	0.0	0.035858195	0.134	2661	tags=49%, list=13%, signal=56%	
UP-REGULATED BY MHV-A59 IN MURINE SPLEEN 5D FROM GSE146074	UP-REGULATED BY MHV-A59 IN MURINE SPLEEN 5D FROM GSE146074	Details ...	379	0.6020459	1.7540529	0.006369427	0.037407592	0.142	4565	tags=44%, list=22%, signal=56%	
SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP3-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	115	0.4879956	1.7349166	0.002008032	0.044067323	0.173	4074	tags=38%, list=20%, signal=48%	
SARS CORONAVIRUS ORF1AB FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS ORF1AB FROM VIRUS-HOST PPI P-HIPSTER 2020	Details ...	188	0.4799147	1.7258853	0.003976143	0.045725856	0.19	4774	tags=39%, list=24%, signal=51%	
SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	SARS-COV-2/HUMAN INTERACTOME GENE SET FROM GUZZI	Details ...	79	0.48500055	1.7243682	0.0	0.043243732	0.192	4544	tags=32%, list=22%, signal=41%	
SARS PERTURBATION UP GENES MOUSE LUNG FROM GSE19137:GPL1261:3	SARS PERTURBATION UP GENES MOUSE LUNG FROM GSE19137:GPL1261:3	Details ...	344	0.5706487	1.7231869	0.004210526	0.041233055	0.192	3289	tags=32%, list=16%, signal=37%	
SARS PERTURBATION UP GENES MOUSE LUNG FROM GSE19137:GPL1261:4	SARS PERTURBATION UP GENES MOUSE LUNG FROM GSE19137:GPL1261:4	Details ...	261	0.7013571	1.7221664	0.0040983604	0.039660748	0.196	2800	tags=46%, list=14%, signal=53%	
SARS PERTURBATION UP GENES MOUSE LUNG FROM GSE19137:GPL1261:6	SARS PERTURBATION UP GENES MOUSE LUNG FROM GSE19137:GPL1261:6	Details ...	323	0.57497805	1.7211771	0.004237288	0.03773736	0.196	4319	tags=39%, list=21%, signal=49%	
UP-REGULATED BY SARS-COV-2 0.2 MOI IN A549 TRANSDUCED WITH ACE2 VECTOR FROM GSE147507	UP-REGULATED BY SARS-COV-2 0.2 MOI IN A549 TRANSDUCED WITH ACE2 VECTOR FROM GSE147507	Details ...	473	0.5490999	1.7202147	0.0020242915	0.03599561	0.196	5586	tags=57%, list=28%, signal=77%	
SARS CORONAVIRUS NSP7-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020	SARS CORONAVIRUS NSP7-PP1A FROM VIRUS-HOST PPI P-HIPSTER 2020		33	0.5538773	1.7159625	0.0040650405	0.03632589	0.205	5087	tags=42%, list=25%, signal=57%	
COVID-19 PATIENTS BALF DOWN	COVID-19 PATIENTS BALF DOWN		320	0.5111722	1.7140259	0.020618556	0.03589015	0.209	5402	tags=43%, list=27%, signal=57%	
SARS 133 LITERATURE-ASSOCIATED GENES FROM GENESHOT GENERIF	SARS 133 LITERATURE-ASSOCIATED GENES FROM GENESHOT GENERIF		127	0.65215707	1.7063369	0.006134969	0.03731317	0.218	3300	tags=46%, list=16%, signal=55%	
UP-REGULATED BY MHV-A59 IN MURINE LIVER 5D FROM GSE146074	UP-REGULATED BY MHV-A59 IN MURINE LIVER 5D FROM GSE146074		393	0.6771523	1.687168	0.0102459015	0.045533545	0.25	3659	tags=53%, list=18%, signal=64%	
SARS PERTURBATION UP GENES MOUSE LUNG FROM GSE68820:GPL7202:2	SARS PERTURBATION UP GENES MOUSE LUNG FROM GSE68820:GPL7202:2		404	0.7174738	1.6829032	0.0	0.04604947	0.262	2931	tags=59%, list=14%, signal=68%	
SARS PERTURBATION UP GENES MOUSE LUNG FROM GSE19137:GPL1261:2	SARS PERTURBATION UP GENES MOUSE LUNG FROM GSE19137:GPL1261:2		241	0.64726657	1.6814787	0.0123203285	0.045795944	0.263	4587	tags=54%, list=23%, signal=68%	
UP-REGULATED BY SARS-COV-1 IN CALU-3 FROM GSE148729	UP-REGULATED BY SARS-COV-1 IN CALU-3 FROM GSE148729		450	0.6845841	1.6806705	0.008130081	0.044264406	0.264	3165	tags=53%, list=16%, signal=62%	
SARS-COV PERTURBATION UP GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:3	SARS-COV PERTURBATION UP GENES BRONCHIAL EPITHELIAL 2B4 FROM GSE17400:GPL570:3		232	0.6944934	1.6759962	0.0020618557	0.044673014	0.27	3103	tags=50%, list=15%, signal=58%	
