NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	200	0.73120916	1.6041917	0.004115226	0.17432593	0.197	2364	tags=58%, list=12%, signal=66%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	200	0.7584214	1.5724599	0.002074689	0.12607096	0.246	2299	tags=61%, list=11%, signal=68%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	199	0.5142885	1.4580015	0.060165975	0.26239154	0.433	2068	tags=27%, list=10%, signal=30%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	40	0.50802666	1.4330366	0.061440676	0.24059065	0.482	1160	tags=20%, list=6%, signal=21%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	150	0.41472182	1.3837332	0.17012449	0.2629141	0.545	4409	tags=36%, list=22%, signal=46%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	135	0.40834963	1.356624	0.073319755	0.2606769	0.598	1369	tags=18%, list=7%, signal=19%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	104	0.34787294	1.13604	0.33013436	0.5578494	0.82	3662	tags=27%, list=18%, signal=33%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	197	0.4980147	1.072758	0.43960395	0.58869046	0.874	2930	tags=29%, list=14%, signal=34%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	200	0.33734578	0.88980234	0.57708335	0.8042467	0.942	4921	tags=35%, list=24%, signal=45%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	43	0.3140175	0.8890034	0.6446602	0.7248232	0.942	1279	tags=16%, list=6%, signal=17%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	85	0.3764499	0.81194293	0.6744186	0.7712512	0.965	1278	tags=14%, list=6%, signal=15%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	36	0.27718985	0.76500255	0.77661794	0.77288246	0.969	3276	tags=28%, list=16%, signal=33%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	197	0.32170045	0.64386445	0.8236434	0.88233185	0.987	3926	tags=31%, list=19%, signal=38%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	96	0.26166648	0.49840117	0.9040307	0.9452913	0.99	3921	tags=28%, list=19%, signal=35%	
